Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,6,10 inches,15 inches
Row 4,12,15 inches,15 inches
Row 5,9,10 inches,15 inches
Row 6,13,15 inches,15 inches
Row 7,10,10 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,13,15 inches,15 inches
Row 14,11,15 inches,15 inches
Row 15,14,15 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,12,15 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,10,10 inches,15 inches
Row 21,12,15 inches,15 inches
Row 22,7,10 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,14,15 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,5,5 inches,15 inches
Row 28,8,10 inches,15 inches
Row 29,7,10 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,10,10 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,11,15 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,8,10 inches,15 inches
Row 39,11,15 inches,15 inches
Row 40,10,10 inches,15 inches
Row 41,12,15 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,8,10 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,15,15 inches,15 inches
Row 47,6,10 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,11,15 inches,15 inches
Row 53,15,15 inches,15 inches
Row 54,12,15 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,12,15 inches,15 inches
Row 57,7,10 inches,15 inches
Row 58,14,15 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,7,10 inches,15 inches
Row 61,8,10 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,7,10 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,13,15 inches,15 inches
Row 68,12,15 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,10,10 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,11,15 inches,15 inches
Row 73,11,15 inches,15 inches
Row 74,15,15 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,14,15 inches,15 inches
Row 78,14,15 inches,15 inches
Row 79,6,10 inches,15 inches
Row 80,9,10 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,7,10 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,12,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,11,15 inches,15 inches
Row 90,8,10 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,15,15 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,14,15 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,8,10 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,7,10 inches,15 inches
Row 102,12,15 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,15,15 inches,15 inches
Row 105,14,15 inches,15 inches
Row 106,14,15 inches,15 inches
Row 107,14,15 inches,15 inches
Row 108,6,10 inches,15 inches
Row 109,8,10 inches,15 inches
Row 110,11,15 inches,15 inches
Row 111,5,5 inches,15 inches
Row 112,6,10 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,12,15 inches,15 inches
Row 117,13,15 inches,15 inches
Row 118,14,15 inches,15 inches
Row 119,14,15 inches,15 inches
Row 120,15,15 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,10,10 inches,15 inches
Row 123,15,15 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,12,15 inches,15 inches
Row 126,7,10 inches,15 inches
Row 127,11,15 inches,15 inches
Row 128,13,15 inches,15 inches
Row 129,9,10 inches,15 inches
Row 130,12,15 inches,15 inches
Row 131,9,10 inches,15 inches
Row 132,10,10 inches,15 inches
Row 133,7,10 inches,15 inches
Row 134,11,15 inches,15 inches
Row 135,7,10 inches,15 inches
Row 136,12,15 inches,15 inches
Row 137,12,15 inches,15 inches
Row 138,12,15 inches,15 inches
Row 139,15,15 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,10,10 inches,15 inches
Row 142,7,10 inches,15 inches
Row 143,5,5 inches,15 inches
Row 144,13,15 inches,15 inches
Row 145,14,15 inches,15 inches
Row 146,12,15 inches,15 inches
Row 147,11,15 inches,15 inches
Row 148,12,15 inches,15 inches
Row 149,11,15 inches,15 inches
Row 150,9,10 inches,15 inches
Row 151,6,10 inches,15 inches
Row 152,11,15 inches,15 inches
Row 153,11,15 inches,15 inches
Row 154,15,15 inches,15 inches
Row 155,14,15 inches,15 inches
Row 156,11,15 inches,15 inches
Row 157,14,15 inches,15 inches
