Row,Number of Houses,Pipe Size,pipe_size
Row 1,11,15 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,5,5 inches,15 inches
Row 4,5,5 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,14,15 inches,15 inches
Row 7,10,10 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,6,10 inches,15 inches
Row 11,5,5 inches,15 inches
Row 12,6,10 inches,15 inches
Row 13,14,15 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,12,15 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,8,10 inches,15 inches
Row 19,15,15 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,12,15 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,9,10 inches,15 inches
Row 24,5,5 inches,15 inches
Row 25,14,15 inches,15 inches
Row 26,9,10 inches,15 inches
Row 27,6,10 inches,15 inches
Row 28,15,15 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,15,15 inches,15 inches
Row 31,10,10 inches,15 inches
Row 32,8,10 inches,15 inches
Row 33,5,5 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,8,10 inches,15 inches
Row 36,6,10 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,10,10 inches,15 inches
Row 39,13,15 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,8,10 inches,15 inches
Row 45,11,15 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,5,5 inches,15 inches
Row 49,12,15 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,9,10 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,11,15 inches,15 inches
Row 59,9,10 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,8,10 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,5,5 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,7,10 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,7,10 inches,15 inches
Row 68,5,5 inches,15 inches
Row 69,7,10 inches,15 inches
Row 70,13,15 inches,15 inches
Row 71,15,15 inches,15 inches
Row 72,7,10 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,15,15 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,14,15 inches,15 inches
Row 79,13,15 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,10,10 inches,15 inches
Row 82,6,10 inches,15 inches
Row 83,5,5 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,14,15 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,7,10 inches,15 inches
Row 88,11,15 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,9,10 inches,15 inches
Row 91,12,15 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,14,15 inches,15 inches
Row 94,5,5 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,5,5 inches,15 inches
Row 97,11,15 inches,15 inches
Row 98,7,10 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,6,10 inches,15 inches
Row 102,13,15 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,14,15 inches,15 inches
Row 105,6,10 inches,15 inches
Row 106,11,15 inches,15 inches
Row 107,13,15 inches,15 inches
Row 108,10,10 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,6,10 inches,15 inches
Row 111,6,10 inches,15 inches
Row 112,14,15 inches,15 inches
Row 113,7,10 inches,15 inches
Row 114,9,10 inches,15 inches
Row 115,10,10 inches,15 inches
Row 116,12,15 inches,15 inches
Row 117,14,15 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,9,10 inches,15 inches
Row 121,11,15 inches,15 inches
Row 122,7,10 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,15,15 inches,15 inches
Row 125,15,15 inches,15 inches
Row 126,12,15 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,9,10 inches,15 inches
Row 129,5,5 inches,15 inches
Row 130,15,15 inches,15 inches
Row 131,14,15 inches,15 inches
Row 132,7,10 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,14,15 inches,15 inches
Row 135,9,10 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,12,15 inches,15 inches
Row 138,8,10 inches,15 inches
Row 139,6,10 inches,15 inches
Row 140,10,10 inches,15 inches
Row 141,12,15 inches,15 inches
Row 142,10,10 inches,15 inches
Row 143,14,15 inches,15 inches
Row 144,6,10 inches,15 inches
Row 145,11,15 inches,15 inches
Row 146,9,10 inches,15 inches
Row 147,11,15 inches,15 inches
Row 148,11,15 inches,15 inches
Row 149,10,10 inches,15 inches
Row 150,8,10 inches,15 inches
Row 151,14,15 inches,15 inches
Row 152,12,15 inches,15 inches
Row 153,11,15 inches,15 inches
Row 154,11,15 inches,15 inches
Row 155,9,10 inches,15 inches
Row 156,11,15 inches,15 inches
Row 157,12,15 inches,15 inches
Row 158,10,10 inches,15 inches
Row 159,15,15 inches,15 inches
