Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,14,15 inches
Row 3,15,15 inches
Row 4,11,15 inches
Row 5,11,15 inches
Row 6,9,10 inches
Row 7,14,15 inches
Row 8,8,10 inches
Row 9,14,15 inches
Row 10,11,15 inches
Row 11,14,15 inches
Row 12,6,10 inches
Row 13,14,15 inches
Row 14,7,10 inches
Row 15,7,10 inches
Row 16,8,10 inches
Row 17,7,10 inches
Row 18,11,15 inches
Row 19,15,15 inches
Row 20,6,10 inches
Row 21,13,15 inches
Row 22,15,15 inches
Row 23,11,15 inches
Row 24,9,10 inches
Row 25,5,5 inches
Row 26,8,10 inches
Row 27,10,10 inches
Row 28,14,15 inches
Row 29,7,10 inches
Row 30,13,15 inches
Row 31,11,15 inches
Row 32,10,10 inches
Row 33,10,10 inches
Row 34,12,15 inches
Row 35,8,10 inches
Row 36,6,10 inches
Row 37,11,15 inches
Row 38,11,15 inches
Row 39,15,15 inches
Row 40,8,10 inches
Row 41,7,10 inches
Row 42,8,10 inches
Row 43,7,10 inches
Row 44,5,5 inches
Row 45,14,15 inches
Row 46,10,10 inches
Row 47,11,15 inches
Row 48,10,10 inches
Row 49,8,10 inches
Row 50,14,15 inches
Row 51,12,15 inches
Row 52,13,15 inches
Row 53,7,10 inches
Row 54,12,15 inches
Row 55,10,10 inches
Row 56,15,15 inches
Row 57,7,10 inches
Row 58,7,10 inches
Row 59,15,15 inches
Row 60,10,10 inches
Row 61,12,15 inches
Row 62,12,15 inches
Row 63,7,10 inches
Row 64,13,15 inches
Row 65,6,10 inches
Row 66,14,15 inches
Row 67,10,10 inches
Row 68,10,10 inches
Row 69,9,10 inches
Row 70,11,15 inches
Row 71,10,10 inches
Row 72,9,10 inches
Row 73,9,10 inches
Row 74,12,15 inches
Row 75,14,15 inches
Row 76,15,15 inches
Row 77,12,15 inches
Row 78,5,5 inches
Row 79,7,10 inches
Row 80,10,10 inches
Row 81,12,15 inches
Row 82,9,10 inches
Row 83,11,15 inches
Row 84,6,10 inches
Row 85,5,5 inches
Row 86,14,15 inches
Row 87,7,10 inches
Row 88,6,10 inches
Row 89,15,15 inches
Row 90,12,15 inches
Row 91,11,15 inches
Row 92,11,15 inches
Row 93,6,10 inches
Row 94,14,15 inches
Row 95,11,15 inches
Row 96,5,5 inches
Row 97,6,10 inches
Row 98,15,15 inches
Row 99,13,15 inches
Row 100,7,10 inches
Row 101,8,10 inches
Row 102,7,10 inches
Row 103,8,10 inches
Row 104,7,10 inches
Row 105,5,5 inches
Row 106,6,10 inches
Row 107,9,10 inches
Row 108,11,15 inches
Row 109,15,15 inches
Row 110,11,15 inches
Row 111,8,10 inches
Row 112,10,10 inches
Row 113,13,15 inches
Row 114,5,5 inches
Row 115,5,5 inches
Row 116,14,15 inches
Row 117,9,10 inches
Row 118,15,15 inches
Row 119,6,10 inches
Row 120,5,5 inches
