Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,9,10 inches
Row 3,13,15 inches
Row 4,6,10 inches
Row 5,10,10 inches
Row 6,11,15 inches
Row 7,12,15 inches
Row 8,13,15 inches
Row 9,10,10 inches
Row 10,13,15 inches
Row 11,14,15 inches
Row 12,7,10 inches
Row 13,12,15 inches
Row 14,10,10 inches
Row 15,10,10 inches
Row 16,8,10 inches
Row 17,11,15 inches
Row 18,10,10 inches
Row 19,13,15 inches
Row 20,6,10 inches
Row 21,11,15 inches
Row 22,5,5 inches
Row 23,5,5 inches
Row 24,7,10 inches
Row 25,15,15 inches
Row 26,15,15 inches
Row 27,5,5 inches
Row 28,11,15 inches
Row 29,5,5 inches
Row 30,10,10 inches
Row 31,6,10 inches
Row 32,15,15 inches
Row 33,6,10 inches
Row 34,13,15 inches
Row 35,14,15 inches
Row 36,13,15 inches
Row 37,6,10 inches
Row 38,13,15 inches
Row 39,6,10 inches
Row 40,11,15 inches
Row 41,9,10 inches
Row 42,13,15 inches
Row 43,11,15 inches
Row 44,12,15 inches
Row 45,6,10 inches
Row 46,7,10 inches
Row 47,9,10 inches
Row 48,14,15 inches
Row 49,14,15 inches
Row 50,14,15 inches
Row 51,9,10 inches
Row 52,14,15 inches
Row 53,12,15 inches
Row 54,8,10 inches
Row 55,13,15 inches
Row 56,10,10 inches
Row 57,10,10 inches
Row 58,7,10 inches
Row 59,11,15 inches
Row 60,10,10 inches
Row 61,6,10 inches
Row 62,7,10 inches
Row 63,7,10 inches
Row 64,7,10 inches
Row 65,9,10 inches
Row 66,9,10 inches
Row 67,13,15 inches
Row 68,6,10 inches
Row 69,5,5 inches
Row 70,10,10 inches
Row 71,13,15 inches
Row 72,10,10 inches
Row 73,11,15 inches
Row 74,12,15 inches
Row 75,14,15 inches
Row 76,13,15 inches
Row 77,6,10 inches
Row 78,5,5 inches
Row 79,5,5 inches
Row 80,11,15 inches
Row 81,10,10 inches
Row 82,14,15 inches
Row 83,15,15 inches
Row 84,12,15 inches
Row 85,6,10 inches
Row 86,14,15 inches
Row 87,5,5 inches
Row 88,9,10 inches
Row 89,13,15 inches
Row 90,9,10 inches
Row 91,9,10 inches
Row 92,9,10 inches
Row 93,8,10 inches
Row 94,10,10 inches
Row 95,15,15 inches
Row 96,9,10 inches
Row 97,8,10 inches
Row 98,7,10 inches
Row 99,10,10 inches
Row 100,9,10 inches
Row 101,13,15 inches
Row 102,6,10 inches
Row 103,5,5 inches
Row 104,14,15 inches
Row 105,12,15 inches
Row 106,10,10 inches
Row 107,9,10 inches
Row 108,5,5 inches
Row 109,10,10 inches
Row 110,9,10 inches
Row 111,5,5 inches
Row 112,9,10 inches
Row 113,9,10 inches
Row 114,15,15 inches
Row 115,11,15 inches
Row 116,12,15 inches
Row 117,6,10 inches
Row 118,7,10 inches
Row 119,13,15 inches
Row 120,15,15 inches
Row 121,12,15 inches
Row 122,13,15 inches
Row 123,5,5 inches
Row 124,11,15 inches
Row 125,8,10 inches
Row 126,8,10 inches
Row 127,9,10 inches
Row 128,15,15 inches
Row 129,10,10 inches
Row 130,8,10 inches
Row 131,5,5 inches
Row 132,12,15 inches
Row 133,15,15 inches
Row 134,11,15 inches
Row 135,15,15 inches
Row 136,13,15 inches
Row 137,5,5 inches
Row 138,12,15 inches
Row 139,10,10 inches
Row 140,14,15 inches
Row 141,14,15 inches
Row 142,5,5 inches
Row 143,8,10 inches
Row 144,13,15 inches
Row 145,5,5 inches
