Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,8,10 inches
Row 3,10,10 inches
Row 4,6,10 inches
Row 5,14,15 inches
Row 6,14,15 inches
Row 7,5,5 inches
Row 8,6,10 inches
Row 9,10,10 inches
Row 10,10,10 inches
Row 11,11,15 inches
Row 12,14,15 inches
Row 13,12,15 inches
Row 14,11,15 inches
Row 15,9,10 inches
Row 16,9,10 inches
Row 17,13,15 inches
Row 18,10,10 inches
Row 19,12,15 inches
Row 20,5,5 inches
Row 21,5,5 inches
Row 22,8,10 inches
Row 23,14,15 inches
Row 24,13,15 inches
Row 25,11,15 inches
Row 26,14,15 inches
Row 27,13,15 inches
Row 28,8,10 inches
Row 29,12,15 inches
Row 30,10,10 inches
Row 31,7,10 inches
Row 32,6,10 inches
Row 33,5,5 inches
Row 34,5,5 inches
Row 35,8,10 inches
Row 36,13,15 inches
Row 37,10,10 inches
Row 38,9,10 inches
Row 39,5,5 inches
Row 40,6,10 inches
Row 41,11,15 inches
Row 42,12,15 inches
Row 43,7,10 inches
Row 44,13,15 inches
Row 45,5,5 inches
Row 46,11,15 inches
Row 47,7,10 inches
Row 48,8,10 inches
Row 49,9,10 inches
Row 50,13,15 inches
Row 51,11,15 inches
Row 52,6,10 inches
Row 53,10,10 inches
Row 54,15,15 inches
Row 55,9,10 inches
Row 56,12,15 inches
Row 57,6,10 inches
Row 58,6,10 inches
Row 59,13,15 inches
Row 60,13,15 inches
Row 61,5,5 inches
Row 62,7,10 inches
Row 63,15,15 inches
Row 64,14,15 inches
Row 65,11,15 inches
Row 66,5,5 inches
Row 67,5,5 inches
Row 68,10,10 inches
Row 69,11,15 inches
Row 70,9,10 inches
Row 71,13,15 inches
Row 72,5,5 inches
Row 73,15,15 inches
Row 74,13,15 inches
Row 75,7,10 inches
Row 76,15,15 inches
Row 77,8,10 inches
Row 78,7,10 inches
Row 79,13,15 inches
Row 80,8,10 inches
Row 81,5,5 inches
Row 82,12,15 inches
Row 83,8,10 inches
Row 84,8,10 inches
Row 85,11,15 inches
Row 86,11,15 inches
Row 87,10,10 inches
Row 88,15,15 inches
Row 89,12,15 inches
Row 90,9,10 inches
Row 91,13,15 inches
Row 92,9,10 inches
Row 93,9,10 inches
Row 94,15,15 inches
Row 95,5,5 inches
Row 96,15,15 inches
Row 97,10,10 inches
Row 98,10,10 inches
Row 99,6,10 inches
Row 100,6,10 inches
Row 101,9,10 inches
Row 102,14,15 inches
Row 103,11,15 inches
Row 104,6,10 inches
Row 105,14,15 inches
Row 106,9,10 inches
Row 107,12,15 inches
Row 108,15,15 inches
Row 109,6,10 inches
Row 110,15,15 inches
Row 111,12,15 inches
Row 112,6,10 inches
Row 113,9,10 inches
Row 114,15,15 inches
Row 115,7,10 inches
Row 116,11,15 inches
Row 117,14,15 inches
Row 118,14,15 inches
Row 119,14,15 inches
Row 120,7,10 inches
Row 121,11,15 inches
Row 122,15,15 inches
Row 123,14,15 inches
Row 124,6,10 inches
Row 125,14,15 inches
Row 126,9,10 inches
Row 127,12,15 inches
Row 128,12,15 inches
Row 129,10,10 inches
Row 130,13,15 inches
Row 131,10,10 inches
