Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,5,5 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,5,5 inches,15 inches
Row 5,7,10 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,14,15 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,11,15 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,11,15 inches,15 inches
Row 14,12,15 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,7,10 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,12,15 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,10,10 inches,15 inches
Row 24,6,10 inches,15 inches
Row 25,15,15 inches,15 inches
Row 26,9,10 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,12,15 inches,15 inches
Row 29,12,15 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,13,15 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,11,15 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,6,10 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,5,5 inches,15 inches
Row 43,5,5 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,11,15 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,13,15 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,11,15 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,7,10 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,11,15 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,9,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,14,15 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,15,15 inches,15 inches
Row 63,11,15 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,10,10 inches,15 inches
Row 66,14,15 inches,15 inches
Row 67,6,10 inches,15 inches
Row 68,10,10 inches,15 inches
Row 69,15,15 inches,15 inches
Row 70,15,15 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,12,15 inches,15 inches
Row 74,14,15 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,12,15 inches,15 inches
Row 79,7,10 inches,15 inches
Row 80,14,15 inches,15 inches
Row 81,11,15 inches,15 inches
Row 82,11,15 inches,15 inches
Row 83,13,15 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,6,10 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,11,15 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,14,15 inches,15 inches
Row 93,11,15 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,14,15 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,7,10 inches,15 inches
Row 98,13,15 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,9,10 inches,15 inches
Row 102,13,15 inches,15 inches
Row 103,6,10 inches,15 inches
Row 104,6,10 inches,15 inches
Row 105,14,15 inches,15 inches
Row 106,5,5 inches,15 inches
Row 107,11,15 inches,15 inches
Row 108,9,10 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,5,5 inches,15 inches
Row 111,7,10 inches,15 inches
Row 112,13,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,12,15 inches,15 inches
Row 116,7,10 inches,15 inches
Row 117,6,10 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,7,10 inches,15 inches
Row 120,6,10 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,15,15 inches,15 inches
Row 124,12,15 inches,15 inches
Row 125,5,5 inches,15 inches
Row 126,13,15 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,14,15 inches,15 inches
Row 129,5,5 inches,15 inches
Row 130,9,10 inches,15 inches
Row 131,7,10 inches,15 inches
Row 132,6,10 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,5,5 inches,15 inches
Row 135,12,15 inches,15 inches
Row 136,9,10 inches,15 inches
Row 137,9,10 inches,15 inches
Row 138,6,10 inches,15 inches
Row 139,6,10 inches,15 inches
Row 140,8,10 inches,15 inches
Row 141,11,15 inches,15 inches
Row 142,7,10 inches,15 inches
Row 143,13,15 inches,15 inches
Row 144,7,10 inches,15 inches
Row 145,9,10 inches,15 inches
Row 146,14,15 inches,15 inches
Row 147,15,15 inches,15 inches
Row 148,12,15 inches,15 inches
Row 149,6,10 inches,15 inches
Row 150,9,10 inches,15 inches
Row 151,10,10 inches,15 inches
Row 152,14,15 inches,15 inches
Row 153,13,15 inches,15 inches
Row 154,5,5 inches,15 inches
Row 155,13,15 inches,15 inches
Row 156,12,15 inches,15 inches
Row 157,12,15 inches,15 inches
Row 158,14,15 inches,15 inches
Row 159,7,10 inches,15 inches
Row 160,7,10 inches,15 inches
Row 161,12,15 inches,15 inches
Row 162,8,10 inches,15 inches
Row 163,8,10 inches,15 inches
Row 164,5,5 inches,15 inches
Row 165,8,10 inches,15 inches
Row 166,12,15 inches,15 inches
Row 167,10,10 inches,15 inches
Row 168,11,15 inches,15 inches
Row 169,10,10 inches,15 inches
Row 170,9,10 inches,15 inches
Row 171,5,5 inches,15 inches
Row 172,12,15 inches,15 inches
Row 173,8,10 inches,15 inches
Row 174,11,15 inches,15 inches
Row 175,9,10 inches,15 inches
