Row,Number of Houses,Pipe Size,pipe_size
Row 1,5,5 inches,15 inches
Row 2,10,10 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,10,10 inches,15 inches
Row 6,7,10 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,15,15 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,15,15 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,8,10 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,10,10 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,8,10 inches,15 inches
Row 19,12,15 inches,15 inches
Row 20,14,15 inches,15 inches
Row 21,15,15 inches,15 inches
Row 22,8,10 inches,15 inches
Row 23,11,15 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,13,15 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,12,15 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,8,10 inches,15 inches
Row 35,10,10 inches,15 inches
Row 36,7,10 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,11,15 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,5,5 inches,15 inches
Row 43,9,10 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,7,10 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,10,10 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,14,15 inches,15 inches
