Row,Number of Houses,Pipe Size,pipe_size
Row 1,9,10 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,5,5 inches,15 inches
Row 9,7,10 inches,15 inches
Row 10,7,10 inches,15 inches
Row 11,15,15 inches,15 inches
Row 12,12,15 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,11,15 inches,15 inches
Row 15,6,10 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,15,15 inches,15 inches
Row 18,8,10 inches,15 inches
Row 19,9,10 inches,15 inches
Row 20,14,15 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,6,10 inches,15 inches
Row 23,5,5 inches,15 inches
Row 24,12,15 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,10,10 inches,15 inches
Row 28,8,10 inches,15 inches
Row 29,13,15 inches,15 inches
Row 30,13,15 inches,15 inches
Row 31,15,15 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,9,10 inches,15 inches
Row 34,15,15 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,7,10 inches,15 inches
Row 37,8,10 inches,15 inches
Row 38,12,15 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,7,10 inches,15 inches
Row 42,9,10 inches,15 inches
Row 43,5,5 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,6,10 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,11,15 inches,15 inches
Row 49,7,10 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,12,15 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,14,15 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,6,10 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,9,10 inches,15 inches
Row 60,13,15 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,6,10 inches,15 inches
Row 63,13,15 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,12,15 inches,15 inches
Row 66,6,10 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,10,10 inches,15 inches
Row 69,14,15 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,8,10 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,11,15 inches,15 inches
Row 74,13,15 inches,15 inches
Row 75,9,10 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,12,15 inches,15 inches
Row 79,15,15 inches,15 inches
Row 80,14,15 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,13,15 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,9,10 inches,15 inches
Row 86,10,10 inches,15 inches
Row 87,6,10 inches,15 inches
Row 88,15,15 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,10,10 inches,15 inches
Row 93,15,15 inches,15 inches
Row 94,9,10 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,11,15 inches,15 inches
Row 98,9,10 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,9,10 inches,15 inches
Row 102,8,10 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,6,10 inches,15 inches
Row 106,11,15 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,14,15 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,9,10 inches,15 inches
Row 111,10,10 inches,15 inches
Row 112,12,15 inches,15 inches
Row 113,15,15 inches,15 inches
Row 114,10,10 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,10,10 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,7,10 inches,15 inches
Row 119,11,15 inches,15 inches
