Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,15,15 inches,15 inches
Row 3,12,15 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,6,10 inches,15 inches
Row 6,10,10 inches,15 inches
Row 7,5,5 inches,15 inches
Row 8,5,5 inches,15 inches
Row 9,12,15 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,9,10 inches,15 inches
Row 12,15,15 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,6,10 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,10,10 inches,15 inches
Row 19,8,10 inches,15 inches
Row 20,8,10 inches,15 inches
Row 21,11,15 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,11,15 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,15,15 inches,15 inches
Row 26,15,15 inches,15 inches
Row 27,14,15 inches,15 inches
Row 28,9,10 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,10,10 inches,15 inches
Row 31,14,15 inches,15 inches
Row 32,8,10 inches,15 inches
Row 33,9,10 inches,15 inches
Row 34,12,15 inches,15 inches
Row 35,10,10 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,6,10 inches,15 inches
Row 38,9,10 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,10,10 inches,15 inches
Row 42,6,10 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,15,15 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,9,10 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,7,10 inches,15 inches
Row 52,5,5 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,11,15 inches,15 inches
Row 55,13,15 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,12,15 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,14,15 inches,15 inches
Row 62,6,10 inches,15 inches
Row 63,13,15 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,13,15 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,7,10 inches,15 inches
Row 68,13,15 inches,15 inches
Row 69,11,15 inches,15 inches
Row 70,8,10 inches,15 inches
Row 71,13,15 inches,15 inches
Row 72,6,10 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,7,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,9,10 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,9,10 inches,15 inches
Row 81,8,10 inches,15 inches
Row 82,12,15 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,14,15 inches,15 inches
Row 86,12,15 inches,15 inches
Row 87,14,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,9,10 inches,15 inches
Row 90,9,10 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,7,10 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,14,15 inches,15 inches
Row 95,14,15 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,13,15 inches,15 inches
Row 98,11,15 inches,15 inches
Row 99,5,5 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,15,15 inches,15 inches
Row 102,10,10 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,15,15 inches,15 inches
Row 105,7,10 inches,15 inches
Row 106,11,15 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,14,15 inches,15 inches
Row 110,11,15 inches,15 inches
Row 111,10,10 inches,15 inches
Row 112,14,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,14,15 inches,15 inches
Row 115,6,10 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,15,15 inches,15 inches
Row 118,15,15 inches,15 inches
Row 119,13,15 inches,15 inches
Row 120,10,10 inches,15 inches
Row 121,15,15 inches,15 inches
Row 122,13,15 inches,15 inches
Row 123,15,15 inches,15 inches
Row 124,8,10 inches,15 inches
Row 125,8,10 inches,15 inches
Row 126,12,15 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,9,10 inches,15 inches
