Row,Number of Houses,Pipe Size,pipe_size
Row 1,7,10 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,7,10 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,13,15 inches,15 inches
Row 10,9,10 inches,15 inches
Row 11,10,10 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,9,10 inches,15 inches
Row 14,15,15 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,15,15 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,13,15 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,5,5 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,13,15 inches,15 inches
Row 25,5,5 inches,15 inches
Row 26,7,10 inches,15 inches
Row 27,9,10 inches,15 inches
Row 28,7,10 inches,15 inches
Row 29,14,15 inches,15 inches
Row 30,10,10 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,14,15 inches,15 inches
Row 33,10,10 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,8,10 inches,15 inches
Row 36,5,5 inches,15 inches
Row 37,11,15 inches,15 inches
Row 38,14,15 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,15,15 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,8,10 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,6,10 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,10,10 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,5,5 inches,15 inches
Row 55,11,15 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,15,15 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,15,15 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,6,10 inches,15 inches
Row 65,15,15 inches,15 inches
Row 66,6,10 inches,15 inches
Row 67,14,15 inches,15 inches
Row 68,5,5 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,10,10 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,12,15 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,14,15 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,14,15 inches,15 inches
Row 78,12,15 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,15,15 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,6,10 inches,15 inches
Row 83,11,15 inches,15 inches
Row 84,8,10 inches,15 inches
Row 85,6,10 inches,15 inches
Row 86,6,10 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,7,10 inches,15 inches
Row 89,11,15 inches,15 inches
Row 90,12,15 inches,15 inches
Row 91,7,10 inches,15 inches
Row 92,14,15 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,13,15 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,12,15 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,15,15 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,8,10 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,11,15 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,15,15 inches,15 inches
Row 106,10,10 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,12,15 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,9,10 inches,15 inches
Row 111,5,5 inches,15 inches
