Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,11,15 inches
Row 3,10,10 inches
Row 4,14,15 inches
Row 5,7,10 inches
Row 6,11,15 inches
Row 7,15,15 inches
Row 8,10,10 inches
Row 9,8,10 inches
Row 10,11,15 inches
Row 11,8,10 inches
Row 12,15,15 inches
Row 13,12,15 inches
Row 14,9,10 inches
Row 15,6,10 inches
Row 16,6,10 inches
Row 17,8,10 inches
Row 18,6,10 inches
Row 19,5,5 inches
Row 20,15,15 inches
Row 21,10,10 inches
Row 22,10,10 inches
Row 23,12,15 inches
Row 24,13,15 inches
Row 25,9,10 inches
Row 26,11,15 inches
Row 27,11,15 inches
Row 28,12,15 inches
Row 29,7,10 inches
Row 30,10,10 inches
Row 31,11,15 inches
Row 32,12,15 inches
Row 33,11,15 inches
Row 34,9,10 inches
Row 35,15,15 inches
Row 36,8,10 inches
Row 37,11,15 inches
Row 38,7,10 inches
Row 39,5,5 inches
Row 40,9,10 inches
Row 41,8,10 inches
Row 42,11,15 inches
Row 43,10,10 inches
Row 44,10,10 inches
Row 45,7,10 inches
Row 46,14,15 inches
Row 47,6,10 inches
Row 48,6,10 inches
Row 49,11,15 inches
Row 50,8,10 inches
Row 51,11,15 inches
Row 52,12,15 inches
Row 53,7,10 inches
Row 54,13,15 inches
Row 55,10,10 inches
Row 56,9,10 inches
Row 57,6,10 inches
Row 58,13,15 inches
Row 59,6,10 inches
Row 60,11,15 inches
Row 61,12,15 inches
Row 62,5,5 inches
Row 63,13,15 inches
Row 64,9,10 inches
Row 65,8,10 inches
Row 66,14,15 inches
Row 67,10,10 inches
Row 68,5,5 inches
Row 69,13,15 inches
Row 70,7,10 inches
Row 71,5,5 inches
Row 72,7,10 inches
Row 73,15,15 inches
Row 74,14,15 inches
Row 75,7,10 inches
Row 76,8,10 inches
Row 77,11,15 inches
Row 78,11,15 inches
Row 79,12,15 inches
Row 80,13,15 inches
Row 81,5,5 inches
Row 82,8,10 inches
Row 83,7,10 inches
Row 84,11,15 inches
Row 85,6,10 inches
Row 86,14,15 inches
Row 87,9,10 inches
Row 88,8,10 inches
Row 89,14,15 inches
Row 90,6,10 inches
Row 91,7,10 inches
Row 92,12,15 inches
Row 93,11,15 inches
Row 94,6,10 inches
Row 95,14,15 inches
Row 96,14,15 inches
Row 97,11,15 inches
Row 98,15,15 inches
Row 99,9,10 inches
Row 100,8,10 inches
Row 101,5,5 inches
Row 102,9,10 inches
Row 103,14,15 inches
Row 104,12,15 inches
Row 105,15,15 inches
Row 106,9,10 inches
Row 107,7,10 inches
Row 108,8,10 inches
Row 109,14,15 inches
Row 110,5,5 inches
Row 111,6,10 inches
Row 112,14,15 inches
Row 113,6,10 inches
Row 114,11,15 inches
Row 115,13,15 inches
Row 116,5,5 inches
Row 117,8,10 inches
Row 118,14,15 inches
Row 119,9,10 inches
Row 120,9,10 inches
