Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,11,15 inches
Row 3,15,15 inches
Row 4,9,10 inches
Row 5,12,15 inches
Row 6,8,10 inches
Row 7,13,15 inches
Row 8,7,10 inches
Row 9,14,15 inches
Row 10,15,15 inches
Row 11,14,15 inches
Row 12,6,10 inches
Row 13,10,10 inches
Row 14,5,5 inches
Row 15,5,5 inches
Row 16,5,5 inches
Row 17,15,15 inches
Row 18,13,15 inches
Row 19,7,10 inches
Row 20,5,5 inches
Row 21,6,10 inches
Row 22,11,15 inches
Row 23,15,15 inches
Row 24,12,15 inches
Row 25,8,10 inches
Row 26,12,15 inches
Row 27,9,10 inches
Row 28,5,5 inches
Row 29,13,15 inches
Row 30,11,15 inches
Row 31,5,5 inches
Row 32,13,15 inches
Row 33,7,10 inches
Row 34,14,15 inches
Row 35,10,10 inches
Row 36,14,15 inches
Row 37,9,10 inches
Row 38,11,15 inches
Row 39,6,10 inches
Row 40,10,10 inches
Row 41,10,10 inches
Row 42,9,10 inches
Row 43,11,15 inches
Row 44,7,10 inches
Row 45,7,10 inches
Row 46,10,10 inches
Row 47,14,15 inches
Row 48,8,10 inches
Row 49,15,15 inches
Row 50,9,10 inches
Row 51,14,15 inches
Row 52,8,10 inches
Row 53,12,15 inches
Row 54,10,10 inches
Row 55,7,10 inches
Row 56,11,15 inches
Row 57,5,5 inches
Row 58,7,10 inches
Row 59,5,5 inches
Row 60,8,10 inches
Row 61,12,15 inches
Row 62,9,10 inches
Row 63,9,10 inches
Row 64,14,15 inches
Row 65,15,15 inches
Row 66,6,10 inches
Row 67,7,10 inches
Row 68,10,10 inches
Row 69,14,15 inches
Row 70,8,10 inches
Row 71,13,15 inches
Row 72,7,10 inches
Row 73,5,5 inches
Row 74,7,10 inches
Row 75,6,10 inches
Row 76,6,10 inches
Row 77,5,5 inches
Row 78,15,15 inches
Row 79,5,5 inches
Row 80,8,10 inches
Row 81,7,10 inches
Row 82,10,10 inches
Row 83,7,10 inches
Row 84,7,10 inches
Row 85,10,10 inches
Row 86,12,15 inches
Row 87,12,15 inches
Row 88,10,10 inches
Row 89,11,15 inches
Row 90,15,15 inches
Row 91,11,15 inches
Row 92,6,10 inches
Row 93,9,10 inches
Row 94,15,15 inches
Row 95,15,15 inches
Row 96,11,15 inches
Row 97,11,15 inches
Row 98,13,15 inches
Row 99,9,10 inches
Row 100,11,15 inches
Row 101,9,10 inches
Row 102,6,10 inches
Row 103,14,15 inches
Row 104,10,10 inches
Row 105,8,10 inches
Row 106,13,15 inches
Row 107,9,10 inches
Row 108,14,15 inches
Row 109,5,5 inches
Row 110,9,10 inches
Row 111,8,10 inches
Row 112,5,5 inches
Row 113,8,10 inches
Row 114,10,10 inches
Row 115,7,10 inches
Row 116,13,15 inches
Row 117,7,10 inches
Row 118,9,10 inches
Row 119,13,15 inches
Row 120,8,10 inches
Row 121,6,10 inches
Row 122,6,10 inches
Row 123,11,15 inches
Row 124,15,15 inches
Row 125,7,10 inches
Row 126,12,15 inches
Row 127,7,10 inches
Row 128,15,15 inches
Row 129,10,10 inches
Row 130,8,10 inches
Row 131,7,10 inches
Row 132,10,10 inches
Row 133,9,10 inches
Row 134,5,5 inches
Row 135,8,10 inches
Row 136,13,15 inches
Row 137,10,10 inches
Row 138,10,10 inches
Row 139,13,15 inches
Row 140,12,15 inches
Row 141,5,5 inches
Row 142,8,10 inches
Row 143,15,15 inches
Row 144,10,10 inches
Row 145,8,10 inches
Row 146,10,10 inches
Row 147,5,5 inches
Row 148,13,15 inches
Row 149,15,15 inches
Row 150,11,15 inches
Row 151,15,15 inches
Row 152,14,15 inches
Row 153,14,15 inches
Row 154,14,15 inches
Row 155,12,15 inches
Row 156,7,10 inches
Row 157,12,15 inches
Row 158,8,10 inches
Row 159,8,10 inches
Row 160,9,10 inches
Row 161,15,15 inches
Row 162,11,15 inches
Row 163,15,15 inches
Row 164,10,10 inches
Row 165,6,10 inches
Row 166,7,10 inches
Row 167,8,10 inches
Row 168,8,10 inches
Row 169,14,15 inches
Row 170,9,10 inches
Row 171,15,15 inches
Row 172,12,15 inches
Row 173,9,10 inches
Row 174,10,10 inches
Row 175,15,15 inches
Row 176,15,15 inches
Row 177,9,10 inches
Row 178,12,15 inches
Row 179,15,15 inches
Row 180,15,15 inches
Row 181,9,10 inches
Row 182,11,15 inches
Row 183,14,15 inches
Row 184,15,15 inches
Row 185,12,15 inches
Row 186,5,5 inches
Row 187,5,5 inches
Row 188,5,5 inches
