Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,14,15 inches
Row 3,11,15 inches
Row 4,14,15 inches
Row 5,7,10 inches
Row 6,7,10 inches
Row 7,7,10 inches
Row 8,12,15 inches
Row 9,8,10 inches
Row 10,8,10 inches
Row 11,9,10 inches
Row 12,6,10 inches
Row 13,6,10 inches
Row 14,6,10 inches
Row 15,5,5 inches
Row 16,11,15 inches
Row 17,14,15 inches
Row 18,6,10 inches
Row 19,14,15 inches
Row 20,14,15 inches
Row 21,15,15 inches
Row 22,8,10 inches
Row 23,6,10 inches
Row 24,12,15 inches
Row 25,11,15 inches
Row 26,9,10 inches
Row 27,5,5 inches
Row 28,7,10 inches
Row 29,12,15 inches
Row 30,13,15 inches
Row 31,8,10 inches
Row 32,12,15 inches
Row 33,6,10 inches
Row 34,5,5 inches
Row 35,7,10 inches
Row 36,15,15 inches
Row 37,7,10 inches
Row 38,7,10 inches
Row 39,5,5 inches
Row 40,9,10 inches
Row 41,11,15 inches
Row 42,14,15 inches
Row 43,12,15 inches
Row 44,10,10 inches
Row 45,11,15 inches
Row 46,15,15 inches
Row 47,11,15 inches
Row 48,12,15 inches
Row 49,11,15 inches
Row 50,14,15 inches
Row 51,5,5 inches
Row 52,8,10 inches
Row 53,9,10 inches
Row 54,9,10 inches
Row 55,10,10 inches
Row 56,11,15 inches
Row 57,12,15 inches
Row 58,10,10 inches
Row 59,10,10 inches
Row 60,13,15 inches
Row 61,15,15 inches
Row 62,7,10 inches
Row 63,11,15 inches
Row 64,11,15 inches
Row 65,8,10 inches
Row 66,12,15 inches
Row 67,10,10 inches
Row 68,13,15 inches
Row 69,11,15 inches
Row 70,13,15 inches
Row 71,9,10 inches
Row 72,14,15 inches
Row 73,7,10 inches
Row 74,5,5 inches
Row 75,7,10 inches
Row 76,6,10 inches
Row 77,7,10 inches
Row 78,5,5 inches
Row 79,13,15 inches
Row 80,15,15 inches
Row 81,15,15 inches
Row 82,10,10 inches
Row 83,13,15 inches
Row 84,13,15 inches
Row 85,10,10 inches
Row 86,15,15 inches
Row 87,11,15 inches
Row 88,8,10 inches
Row 89,7,10 inches
Row 90,5,5 inches
Row 91,13,15 inches
Row 92,14,15 inches
Row 93,11,15 inches
Row 94,12,15 inches
Row 95,8,10 inches
Row 96,15,15 inches
Row 97,11,15 inches
Row 98,15,15 inches
Row 99,13,15 inches
Row 100,12,15 inches
Row 101,15,15 inches
Row 102,13,15 inches
Row 103,13,15 inches
Row 104,11,15 inches
Row 105,14,15 inches
Row 106,12,15 inches
Row 107,10,10 inches
Row 108,15,15 inches
Row 109,8,10 inches
Row 110,9,10 inches
Row 111,14,15 inches
Row 112,11,15 inches
Row 113,12,15 inches
Row 114,6,10 inches
Row 115,6,10 inches
Row 116,11,15 inches
Row 117,8,10 inches
Row 118,10,10 inches
Row 119,15,15 inches
Row 120,5,5 inches
Row 121,11,15 inches
Row 122,9,10 inches
Row 123,5,5 inches
Row 124,7,10 inches
Row 125,6,10 inches
Row 126,11,15 inches
Row 127,11,15 inches
Row 128,5,5 inches
Row 129,6,10 inches
Row 130,5,5 inches
Row 131,13,15 inches
Row 132,6,10 inches
Row 133,8,10 inches
Row 134,11,15 inches
Row 135,12,15 inches
Row 136,9,10 inches
Row 137,5,5 inches
Row 138,15,15 inches
Row 139,7,10 inches
Row 140,5,5 inches
Row 141,6,10 inches
Row 142,13,15 inches
Row 143,12,15 inches
Row 144,14,15 inches
Row 145,5,5 inches
Row 146,14,15 inches
Row 147,5,5 inches
Row 148,13,15 inches
Row 149,7,10 inches
Row 150,7,10 inches
Row 151,7,10 inches
Row 152,14,15 inches
Row 153,13,15 inches
Row 154,15,15 inches
Row 155,10,10 inches
Row 156,14,15 inches
Row 157,12,15 inches
Row 158,14,15 inches
Row 159,14,15 inches
Row 160,9,10 inches
Row 161,5,5 inches
Row 162,5,5 inches
Row 163,12,15 inches
Row 164,14,15 inches
Row 165,15,15 inches
Row 166,12,15 inches
Row 167,10,10 inches
Row 168,8,10 inches
Row 169,7,10 inches
