Row,Number of Houses,Pipe Size,pipe_size
Row 1,5,5 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,12,15 inches,15 inches
Row 4,12,15 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,5,5 inches,15 inches
Row 7,12,15 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,13,15 inches,15 inches
Row 10,14,15 inches,15 inches
Row 11,10,10 inches,15 inches
Row 12,14,15 inches,15 inches
Row 13,9,10 inches,15 inches
Row 14,13,15 inches,15 inches
Row 15,14,15 inches,15 inches
Row 16,9,10 inches,15 inches
Row 17,9,10 inches,15 inches
Row 18,10,10 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,10,10 inches,15 inches
Row 21,7,10 inches,15 inches
Row 22,15,15 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,5,5 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,12,15 inches,15 inches
Row 29,7,10 inches,15 inches
Row 30,13,15 inches,15 inches
Row 31,5,5 inches,15 inches
Row 32,7,10 inches,15 inches
Row 33,9,10 inches,15 inches
Row 34,11,15 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,6,10 inches,15 inches
Row 37,14,15 inches,15 inches
Row 38,7,10 inches,15 inches
Row 39,9,10 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,6,10 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,14,15 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,8,10 inches,15 inches
Row 52,10,10 inches,15 inches
Row 53,9,10 inches,15 inches
Row 54,7,10 inches,15 inches
Row 55,11,15 inches,15 inches
Row 56,9,10 inches,15 inches
Row 57,15,15 inches,15 inches
Row 58,10,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,7,10 inches,15 inches
Row 62,10,10 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,13,15 inches,15 inches
Row 65,10,10 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,8,10 inches,15 inches
Row 68,11,15 inches,15 inches
Row 69,11,15 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,13,15 inches,15 inches
Row 73,10,10 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,5,5 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,13,15 inches,15 inches
Row 78,9,10 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,14,15 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,8,10 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,13,15 inches,15 inches
Row 88,7,10 inches,15 inches
Row 89,11,15 inches,15 inches
Row 90,13,15 inches,15 inches
Row 91,11,15 inches,15 inches
Row 92,8,10 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,15,15 inches,15 inches
Row 95,7,10 inches,15 inches
Row 96,15,15 inches,15 inches
Row 97,7,10 inches,15 inches
Row 98,15,15 inches,15 inches
Row 99,5,5 inches,15 inches
Row 100,10,10 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,6,10 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,11,15 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,8,10 inches,15 inches
Row 109,8,10 inches,15 inches
Row 110,13,15 inches,15 inches
Row 111,13,15 inches,15 inches
Row 112,11,15 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,14,15 inches,15 inches
Row 115,13,15 inches,15 inches
Row 116,10,10 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,14,15 inches,15 inches
Row 120,12,15 inches,15 inches
Row 121,14,15 inches,15 inches
Row 122,5,5 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,5,5 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,13,15 inches,15 inches
Row 129,7,10 inches,15 inches
Row 130,8,10 inches,15 inches
Row 131,12,15 inches,15 inches
Row 132,5,5 inches,15 inches
Row 133,5,5 inches,15 inches
Row 134,14,15 inches,15 inches
Row 135,14,15 inches,15 inches
Row 136,5,5 inches,15 inches
Row 137,6,10 inches,15 inches
Row 138,5,5 inches,15 inches
Row 139,11,15 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,10,10 inches,15 inches
Row 142,10,10 inches,15 inches
Row 143,14,15 inches,15 inches
Row 144,9,10 inches,15 inches
Row 145,7,10 inches,15 inches
Row 146,14,15 inches,15 inches
Row 147,5,5 inches,15 inches
Row 148,7,10 inches,15 inches
Row 149,7,10 inches,15 inches
Row 150,9,10 inches,15 inches
Row 151,6,10 inches,15 inches
Row 152,9,10 inches,15 inches
Row 153,14,15 inches,15 inches
Row 154,5,5 inches,15 inches
Row 155,12,15 inches,15 inches
Row 156,14,15 inches,15 inches
Row 157,12,15 inches,15 inches
Row 158,7,10 inches,15 inches
Row 159,12,15 inches,15 inches
Row 160,11,15 inches,15 inches
Row 161,11,15 inches,15 inches
Row 162,6,10 inches,15 inches
Row 163,15,15 inches,15 inches
Row 164,10,10 inches,15 inches
Row 165,7,10 inches,15 inches
Row 166,11,15 inches,15 inches
Row 167,12,15 inches,15 inches
Row 168,9,10 inches,15 inches
Row 169,11,15 inches,15 inches
Row 170,11,15 inches,15 inches
