Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,5,5 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,9,10 inches,15 inches
Row 7,12,15 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,6,10 inches,15 inches
Row 11,10,10 inches,15 inches
Row 12,8,10 inches,15 inches
Row 13,7,10 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,15,15 inches,15 inches
Row 18,14,15 inches,15 inches
Row 19,7,10 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,6,10 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,8,10 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,7,10 inches,15 inches
Row 27,9,10 inches,15 inches
Row 28,9,10 inches,15 inches
Row 29,13,15 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,13,15 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,5,5 inches,15 inches
Row 34,14,15 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,6,10 inches,15 inches
Row 37,14,15 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,15,15 inches,15 inches
Row 43,14,15 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,15,15 inches,15 inches
Row 47,14,15 inches,15 inches
Row 48,9,10 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,6,10 inches,15 inches
Row 51,13,15 inches,15 inches
Row 52,8,10 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,8,10 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,14,15 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,13,15 inches,15 inches
Row 61,13,15 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,8,10 inches,15 inches
Row 65,13,15 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,15,15 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,8,10 inches,15 inches
Row 70,12,15 inches,15 inches
Row 71,8,10 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,6,10 inches,15 inches
Row 75,5,5 inches,15 inches
Row 76,9,10 inches,15 inches
Row 77,13,15 inches,15 inches
Row 78,14,15 inches,15 inches
Row 79,14,15 inches,15 inches
Row 80,6,10 inches,15 inches
Row 81,14,15 inches,15 inches
Row 82,10,10 inches,15 inches
Row 83,6,10 inches,15 inches
Row 84,13,15 inches,15 inches
Row 85,14,15 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,12,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,14,15 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,6,10 inches,15 inches
Row 92,12,15 inches,15 inches
Row 93,9,10 inches,15 inches
Row 94,14,15 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,7,10 inches,15 inches
Row 97,10,10 inches,15 inches
Row 98,5,5 inches,15 inches
Row 99,8,10 inches,15 inches
Row 100,5,5 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,11,15 inches,15 inches
Row 103,8,10 inches,15 inches
Row 104,5,5 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,12,15 inches,15 inches
Row 107,13,15 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,15,15 inches,15 inches
Row 110,11,15 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,9,10 inches,15 inches
Row 113,11,15 inches,15 inches
Row 114,13,15 inches,15 inches
Row 115,13,15 inches,15 inches
Row 116,13,15 inches,15 inches
Row 117,14,15 inches,15 inches
Row 118,5,5 inches,15 inches
Row 119,11,15 inches,15 inches
Row 120,14,15 inches,15 inches
Row 121,12,15 inches,15 inches
Row 122,5,5 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,14,15 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,11,15 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,11,15 inches,15 inches
Row 129,10,10 inches,15 inches
Row 130,13,15 inches,15 inches
Row 131,14,15 inches,15 inches
Row 132,14,15 inches,15 inches
Row 133,6,10 inches,15 inches
Row 134,8,10 inches,15 inches
Row 135,10,10 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,8,10 inches,15 inches
Row 138,10,10 inches,15 inches
Row 139,11,15 inches,15 inches
Row 140,5,5 inches,15 inches
