Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,10,10 inches
Row 3,6,10 inches
Row 4,5,5 inches
Row 5,8,10 inches
Row 6,12,15 inches
Row 7,11,15 inches
Row 8,14,15 inches
Row 9,10,10 inches
Row 10,10,10 inches
Row 11,10,10 inches
Row 12,9,10 inches
Row 13,14,15 inches
Row 14,5,5 inches
Row 15,12,15 inches
Row 16,5,5 inches
Row 17,6,10 inches
Row 18,6,10 inches
Row 19,6,10 inches
Row 20,10,10 inches
Row 21,10,10 inches
Row 22,11,15 inches
Row 23,13,15 inches
Row 24,5,5 inches
Row 25,14,15 inches
Row 26,5,5 inches
Row 27,12,15 inches
Row 28,10,10 inches
Row 29,7,10 inches
Row 30,10,10 inches
Row 31,8,10 inches
Row 32,8,10 inches
Row 33,8,10 inches
Row 34,8,10 inches
Row 35,7,10 inches
Row 36,8,10 inches
Row 37,6,10 inches
Row 38,15,15 inches
Row 39,15,15 inches
Row 40,10,10 inches
Row 41,14,15 inches
Row 42,5,5 inches
Row 43,6,10 inches
Row 44,11,15 inches
Row 45,15,15 inches
Row 46,6,10 inches
Row 47,14,15 inches
Row 48,15,15 inches
Row 49,9,10 inches
Row 50,15,15 inches
Row 51,15,15 inches
Row 52,14,15 inches
Row 53,6,10 inches
Row 54,8,10 inches
Row 55,9,10 inches
Row 56,8,10 inches
Row 57,14,15 inches
Row 58,9,10 inches
Row 59,9,10 inches
Row 60,7,10 inches
Row 61,7,10 inches
Row 62,9,10 inches
Row 63,8,10 inches
Row 64,9,10 inches
Row 65,6,10 inches
Row 66,10,10 inches
Row 67,13,15 inches
Row 68,9,10 inches
Row 69,5,5 inches
Row 70,15,15 inches
Row 71,14,15 inches
Row 72,6,10 inches
Row 73,5,5 inches
Row 74,6,10 inches
Row 75,15,15 inches
Row 76,12,15 inches
Row 77,10,10 inches
Row 78,13,15 inches
Row 79,12,15 inches
Row 80,15,15 inches
Row 81,7,10 inches
Row 82,12,15 inches
Row 83,15,15 inches
Row 84,14,15 inches
Row 85,8,10 inches
Row 86,5,5 inches
Row 87,8,10 inches
Row 88,10,10 inches
Row 89,9,10 inches
Row 90,9,10 inches
Row 91,6,10 inches
Row 92,6,10 inches
Row 93,11,15 inches
Row 94,6,10 inches
Row 95,14,15 inches
Row 96,11,15 inches
Row 97,5,5 inches
Row 98,15,15 inches
Row 99,13,15 inches
Row 100,5,5 inches
Row 101,7,10 inches
Row 102,11,15 inches
Row 103,11,15 inches
Row 104,14,15 inches
Row 105,5,5 inches
Row 106,15,15 inches
Row 107,12,15 inches
Row 108,9,10 inches
Row 109,14,15 inches
Row 110,8,10 inches
Row 111,13,15 inches
Row 112,10,10 inches
Row 113,12,15 inches
Row 114,15,15 inches
Row 115,13,15 inches
Row 116,9,10 inches
Row 117,5,5 inches
Row 118,9,10 inches
Row 119,15,15 inches
Row 120,12,15 inches
