ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W14,2023-01,46630,43152.899999999994,0.8876270678366333,43152.899999999994
W14,2023-02,41310,42982.799999999996,1.0661527383795228,42982.799999999996
W14,2023-03,45973,62253.0,1.2881205572148273,62253.0
W14,2023-04,45288,58947.0,1.3204092936792404,58946.99999999999
W14,2023-05,47316,58922.0,1.2057945380958883,58922.0
W14,2023-06,45142,88840.5,1.9153596244466606,88840.5
W14,2023-07,45232,95275.5,2.1349429750761164,95275.5
W14,2023-08,48446,99667.5,2.158703387020431,99667.5
W14,2023-09,45633,55215.0,1.2435828702016982,55215.0
W14,2023-10,46505,55209.0,1.1546153752401274,55209.0
W14,2023-11,47388,63135.0,1.2891361165474844,63135.0
W14,2023-12,43059,43669.5,1.0513207606496995,43669.5
