ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W42,2023-01,45178,42086.1,0.9148274291166856,42086.1
W42,2023-02,41122,41330.1,0.9744849820434831,41330.09999999999
W42,2023-03,47818,64688.0,1.395145460888549,64688.0
W42,2023-04,45964,61820.0,1.3913408022281908,61820.0
W42,2023-05,47015,66670.0,1.3838288067282132,66670.0
W42,2023-06,46689,86883.0,1.8284424493044134,86883.0
W42,2023-07,44312,88953.0,1.9544781921808148,88953.0
W42,2023-08,45055,98133.0,2.2670198746447325,98133.0
W42,2023-09,45691,59018.0,1.2920189061975835,59018.0
W42,2023-10,47035,61334.0,1.3243680439284078,61333.99999999999
W42,2023-11,44647,55278.0,1.2276480363486475,55278.0
W42,2023-12,47522,41351.1,0.8815466121312764,41351.1
