ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W44,2023-01,45362,42902.299999999996,0.920959458160828,42902.299999999996
W44,2023-02,41973,40288.5,0.9362715165288712,40288.5
W44,2023-03,43444,64990.0,1.421214665143919,64990.0
W44,2023-04,44783,65490.0,1.3989691138456397,65490.00000000001
W44,2023-05,48065,66116.0,1.31295088363639,66116.0
W44,2023-06,41943,88032.0,2.1665691008408063,88031.99999999999
W44,2023-07,43376,92490.0,2.2040871861033877,92490.0
W44,2023-08,49950,91416.0,1.871639669461086,91416.0
W44,2023-09,45439,58637.0,1.2714527372938769,58637.0
W44,2023-10,46620,67686.0,1.498507998059151,67686.0
W44,2023-11,45206,61436.0,1.3644285878548017,61436.00000000001
W44,2023-12,45990,43190.7,0.9207545637276829,43190.7
