ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W57,2023-01,47148,41139.0,0.9147533428483557,41139.0
W57,2023-02,38244,39273.5,0.9950938766317876,39273.5
W57,2023-03,49766,60764.0,1.214772643462688,60764.0
W57,2023-04,45118,52854.0,1.220456765609736,52854.0
W57,2023-05,45844,65975.0,1.498805247202393,65975.0
W57,2023-06,45201,91255.5,2.0179429086886644,91255.5
W57,2023-07,47747,96690.0,1.9510957387972303,96690.0
W57,2023-08,46156,92256.0,2.0617401036680505,92256.0
W57,2023-09,47933,59238.0,1.2463751806022685,59238.0
W57,2023-10,46904,64580.0,1.4144658479107575,64579.99999999999
W57,2023-11,46664,59388.0,1.2679032089452515,59388.00000000001
W57,2023-12,44006,44114.7,0.9727853657480038,44114.7
