ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W65,2023-01,47558,41767.6,0.8978775417357073,41767.6
W65,2023-02,41742,41750.1,0.9784531252848344,41750.1
W65,2023-03,46713,66004.0,1.3455016746681774,66004.0
W65,2023-04,43483,55877.0,1.2415645406443676,55877.0
W65,2023-05,46958,64721.0,1.3575274958963932,64721.0
W65,2023-06,43833,98220.0,2.346471329776664,98219.99999999999
W65,2023-07,47895,94548.0,2.0569352105574996,94548.0
W65,2023-08,48547,83259.0,1.6636784305748822,83259.0
W65,2023-09,41926,61569.0,1.5016489775963358,61569.00000000001
W65,2023-10,45548,61443.0,1.3596316693130643,61443.0
W65,2023-11,45875,62725.0,1.3057523274697604,62725.00000000001
W65,2023-12,47022,41790.0,0.8773309886779976,41790.0
