ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W85,2023-01,48601,46370.799999999996,0.9396619870662952,46370.799999999996
W85,2023-02,42909,39548.6,0.8991400189554644,39548.6
W85,2023-03,45681,57131.0,1.2783493353780921,57131.00000000001
W85,2023-04,45259,57079.0,1.2394904380004876,57079.0
W85,2023-05,48301,63259.0,1.2620169179311589,63258.99999999999
W85,2023-06,44055,92271.0,2.0906075881647586,92271.0
W85,2023-07,48076,94411.5,2.028300914733585,94411.5
W85,2023-08,45542,93546.0,2.1258820004100354,93546.0
W85,2023-09,43099,57227.0,1.3741893345368328,57227.0
W85,2023-10,49484,65894.0,1.3210918517046344,65894.0
W85,2023-11,44301,64335.0,1.4944747352883436,64335.0
W85,2023-12,44730,47315.1,1.0948406076668065,47315.1
