ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W33,2023-01,49543,44851.799999999996,0.8870039889612373,44851.799999999996
W33,2023-02,39792,42562.1,1.0220691385688043,42562.1
W33,2023-03,46415,61617.0,1.2614827965916033,61617.0
W33,2023-04,45555,64636.0,1.3622653929966315,64636.0
W33,2023-05,48624,57992.0,1.2275176920942574,57992.0
W33,2023-06,46312,86859.0,1.962060507778339,86859.0
W33,2023-07,47429,94290.0,1.9735049082422698,94290.0
W33,2023-08,48931,104676.0,2.141970745562785,104676.0
W33,2023-09,46867,55944.0,1.1515208440280873,55944.0
W33,2023-10,46044,55569.0,1.2130261515877936,55569.0
W33,2023-11,45309,61606.0,1.3113699483392742,61606.0
W33,2023-12,45694,40999.0,0.9072300003607056,40999.0
