ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W63,2023-01,45044,43941.1,0.9454786674380216,43941.1
W63,2023-02,41575,36317.399999999994,0.8385707346585061,36317.399999999994
W63,2023-03,47751,58115.0,1.2087720591259206,58115.0
W63,2023-04,42966,60961.0,1.3585955972251538,60960.99999999999
W63,2023-05,45439,65328.0,1.4966265901274294,65328.0
W63,2023-06,46033,100314.0,2.1678223727720742,100314.0
W63,2023-07,44700,91347.0,2.112744969400282,91347.0
W63,2023-08,46425,93766.5,2.1165809441536068,93766.5
W63,2023-09,42497,57153.0,1.3687804160461048,57153.0
W63,2023-10,48406,60404.0,1.297964830339075,60404.0
W63,2023-11,47541,61127.0,1.2388908740366988,61127.0
W63,2023-12,46365,42964.6,0.9572393939329693,42964.6
