ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W60,2023-01,48215,46198.6,0.9673693440850204,46198.6
W60,2023-02,42031,40234.6,1.0007262213976298,40234.6
W60,2023-03,45428,60453.0,1.3443536597003007,60453.00000000001
W60,2023-04,46581,62294.0,1.3910684668547628,62293.99999999999
W60,2023-05,47437,66099.0,1.3578819956432386,66099.0
W60,2023-06,46752,83751.0,1.8022717861761006,83751.0
W60,2023-07,43535,97735.5,2.2547089155529005,97735.5
W60,2023-08,44591,77544.0,1.8241216264015219,77544.0
W60,2023-09,45151,58057.0,1.2478450599920554,58057.00000000001
W60,2023-10,46587,59215.0,1.2254307512487204,59215.0
W60,2023-11,44854,63567.0,1.4330241649768871,63567.00000000001
W60,2023-12,44572,43630.299999999996,0.9518253731518013,43630.299999999996
