ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W18,2023-01,47285,45434.899999999994,0.9198735170041556,45434.899999999994
W18,2023-02,41181,42751.1,1.0790479125840384,42751.09999999999
W18,2023-03,47508,59340.0,1.21509927869407,59340.0
W18,2023-04,43806,57833.0,1.3518946021927358,57833.0
W18,2023-05,45695,62815.0,1.3485028866014745,62815.00000000001
W18,2023-06,45415,92341.5,2.106226357311,92341.5
W18,2023-07,47918,90483.0,1.92613998411493,90483.0
W18,2023-08,46705,90720.0,1.9233326559562054,90720.0
W18,2023-09,45786,64881.0,1.357008866311249,64881.0
W18,2023-10,47597,64781.0,1.3927023774845784,64781.0
W18,2023-11,47552,58201.0,1.238250356834475,58201.0
W18,2023-12,46577,37436.7,0.7638054299483182,37436.7
