ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W23,2023-01,45708,42807.799999999996,1.009956005642436,42807.799999999996
W23,2023-02,41738,36985.2,1.0102148221972176,36985.2
W23,2023-03,46061,60883.0,1.494902346811615,60883.0
W23,2023-04,43135,62271.0,1.6564054874719805,62271.0
W23,2023-05,42998,59150.0,1.4747366018474692,59150.0
W23,2023-06,44626,97228.5,2.415059348810764,97228.50000000001
W23,2023-07,43403,101731.5,2.5201414433674514,101731.50000000001
W23,2023-08,46486,94252.5,2.3025833316715065,94252.5
W23,2023-09,45491,56131.0,1.2901402197248664,56131.0
W23,2023-10,50948,65623.0,1.4260265186439183,65623.0
W23,2023-11,46144,59809.0,1.402826390913307,59809.0
W23,2023-12,48145,44557.1,0.9999736841314797,44557.1
