ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W11,2023-01,44206,42672.7,1.0919462350011895,42672.7
W11,2023-02,43052,39953.2,0.9980668109783851,39953.2
W11,2023-03,48687,65572.0,1.5468037339046767,65572.0
W11,2023-04,45193,66202.0,1.5508287516514665,66202.0
W11,2023-05,46240,60281.0,1.4878152522286159,60281.0
W11,2023-06,45761,91839.0,2.311585738383738,91839.0
W11,2023-07,47007,99004.5,2.2419850673067496,99004.49999999999
W11,2023-08,45188,97747.5,2.4322818953523844,97747.5
W11,2023-09,46068,56592.0,1.2891686678096572,56592.00000000001
W11,2023-10,47150,60927.0,1.4079712961059996,60927.0
W11,2023-11,43584,59924.0,1.5148617301377423,59924.0
W11,2023-12,45873,44863.0,1.084456620336543,44863.0
