ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W43,2023-01,45556,41725.6,0.8857981122588557,41725.6
W43,2023-02,41527,39138.399999999994,0.9735434991066304,39138.399999999994
W43,2023-03,50089,62466.0,1.2535336597255828,62466.0
W43,2023-04,45625,61801.0,1.4201647598109435,61801.0
W43,2023-05,45273,59461.0,1.3421270937553766,59461.0
W43,2023-06,47265,89038.5,1.8055215814841636,89038.5
W43,2023-07,46252,91144.5,1.949907508203605,91144.5
W43,2023-08,48436,97146.0,2.009121802518988,97145.99999999999
W43,2023-09,42933,59746.0,1.4387876615526178,59745.99999999999
W43,2023-10,44474,67481.0,1.5521123937628893,67481.0
W43,2023-11,44022,61662.0,1.382409887497285,61661.99999999999
W43,2023-12,45965,44751.7,0.9885420942049632,44751.7
