ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W30,2023-01,46573,40029.5,0.8865565164998694,40029.5
W30,2023-02,43516,37531.899999999994,0.8503407042447156,37531.899999999994
W30,2023-03,45539,63889.0,1.414233593608836,63889.0
W30,2023-04,45934,59311.0,1.2362113697919355,59311.0
W30,2023-05,45252,65407.0,1.398418893260164,65407.0
W30,2023-06,44288,87177.0,2.045119061354951,87177.0
W30,2023-07,46435,86643.0,1.8861785581530084,86643.0
W30,2023-08,44607,95887.5,2.2463999189829456,95887.5
W30,2023-09,43924,59635.0,1.4254005971699442,59635.0
W30,2023-10,48194,57336.0,1.1744469676157578,57336.00000000001
W30,2023-11,45034,56338.0,1.2258404028607797,56338.0
W30,2023-12,46797,42404.6,0.9386113323003599,42404.6
