ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W3,2023-01,45305,42159.6,0.9580069587274639,42159.6
W3,2023-02,40043,38847.2,0.9889269339494509,38847.2
W3,2023-03,49021,58307.0,1.1562165476283108,58307.00000000001
W3,2023-04,43743,60005.0,1.3144749437445502,60005.0
W3,2023-05,47381,65779.0,1.413357809229802,65779.0
W3,2023-06,45208,94126.5,2.114246593105276,94126.50000000001
W3,2023-07,43543,94062.0,2.111228756926499,94062.0
W3,2023-08,49755,91852.5,1.929329605771492,91852.5
W3,2023-09,42217,57119.0,1.305774393539648,57119.0
W3,2023-10,42965,61056.0,1.411448000959984,61056.0
W3,2023-11,45910,55322.0,1.258465954989135,55322.0
W3,2023-12,47056,41434.399999999994,0.8734655507064851,41434.399999999994
