ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W78,2023-01,48363,40887.7,0.8176292775850631,40887.7
W78,2023-02,42663,40856.899999999994,0.9492325864855948,40856.899999999994
W78,2023-03,47124,60665.0,1.252938587233864,60665.00000000001
W78,2023-04,45140,62620.0,1.4084778918768583,62620.0
W78,2023-05,48256,58901.0,1.1955896466235651,58901.0
W78,2023-06,44172,84132.0,1.965978365694368,84132.0
W78,2023-07,46921,93384.0,1.893545782872529,93384.0
W78,2023-08,45048,87286.5,1.9189191378295574,87286.5
W78,2023-09,44283,60802.0,1.3891080682443826,60802.0
W78,2023-10,47402,62911.0,1.263821800310074,62911.0
W78,2023-11,42299,62292.0,1.430812132182861,62292.0
W78,2023-12,48532,42042.7,0.8513378165591964,42042.7
