ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W49,2023-01,47242,43234.1,0.8764896318427634,43234.1
W49,2023-02,42400,39145.4,0.8781954761759306,39145.4
W49,2023-03,45237,58868.0,1.2737564898223004,58868.0
W49,2023-04,43502,60516.0,1.3228359503204556,60516.0
W49,2023-05,48489,61313.0,1.2303407837194649,61313.0
W49,2023-06,47615,86575.5,1.80360335258672,86575.5
W49,2023-07,46219,97033.5,2.0199477415422176,97033.5
W49,2023-08,45833,97858.5,2.05061901897052,97858.5
W49,2023-09,45621,56418.0,1.2856934465451868,56418.0
W49,2023-10,47818,61681.0,1.3009366281738275,61681.0
W49,2023-11,46423,54577.0,1.2267222885562163,54577.0
W49,2023-12,48723,44170.0,0.8925766920230968,44170.0
