ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W39,2023-01,47348,44256.799999999996,0.9129025580158717,44256.799999999996
W39,2023-02,43008,38529.399999999994,0.9393033709122083,38529.399999999994
W39,2023-03,44593,61959.0,1.4465578929013296,61959.0
W39,2023-04,43125,55412.0,1.2243954689527732,55412.0
W39,2023-05,48007,62130.0,1.3292235900368632,62130.0
W39,2023-06,43037,89397.0,1.996270878025075,89397.0
W39,2023-07,47299,94126.5,1.895999566991071,94126.5
W39,2023-08,45694,88992.0,1.9034899797716927,88992.0
W39,2023-09,46395,56885.0,1.197821403880571,56885.0
W39,2023-10,45378,64715.0,1.471670663549041,64715.0
W39,2023-11,43040,62457.0,1.4817092104550456,62457.0
W39,2023-12,45229,43015.7,0.9968687493495008,43015.7
