ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W71,2023-01,44844,46034.1,1.0600127356127456,46034.1
W71,2023-02,44766,36713.6,0.8001055300919272,36713.6
W71,2023-03,46771,62364.0,1.2988848833069893,62364.0
W71,2023-04,44812,62518.0,1.4042274766615375,62518.0
W71,2023-05,46015,62063.0,1.3576596768681346,62063.00000000001
W71,2023-06,44720,85710.0,1.8625342255263746,85710.0
W71,2023-07,48178,97464.0,2.0406942871187606,97464.0
W71,2023-08,46921,94092.0,1.974421757319304,94091.99999999999
W71,2023-09,42086,54784.0,1.3198503742713659,54784.0
W71,2023-10,47178,59269.0,1.2300339758672212,59268.99999999999
W71,2023-11,47394,57441.0,1.223174521729298,57441.0
W71,2023-12,43668,44114.0,1.0373184692661117,44114.0
