ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W8,2023-01,46951,43498.7,0.8833900210513232,43498.7
W8,2023-02,41907,38938.899999999994,0.9558761112554448,38938.899999999994
W8,2023-03,44953,66070.0,1.456726355419212,66070.0
W8,2023-04,45973,59166.0,1.3350699112424715,59166.0
W8,2023-05,48088,59643.0,1.2573989479481489,59643.0
W8,2023-06,45434,96582.0,2.1966895302678435,96582.0
W8,2023-07,45154,91483.5,2.025918005755,91483.49999999999
W8,2023-08,47119,84345.0,1.7963119467420723,84345.0
W8,2023-09,47689,58377.0,1.180587592109432,58377.0
W8,2023-10,46310,62546.0,1.3889489815084957,62546.0
W8,2023-11,46274,59629.0,1.2782194821154207,59628.99999999999
W8,2023-12,44604,44034.899999999994,0.9872489642186288,44034.899999999994
