ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W29,2023-01,46943,43465.1,0.9345970985093355,43465.1
W29,2023-02,41242,40567.799999999996,0.9549348054470834,40567.799999999996
W29,2023-03,42426,66036.0,1.5290807927796122,66036.0
W29,2023-04,43945,53262.0,1.2285626973262207,53262.0
W29,2023-05,47074,55919.0,1.2332191530829106,55919.0
W29,2023-06,48401,93981.0,1.9481024481985307,93981.0
W29,2023-07,48381,91129.5,1.9323851026721177,91129.5
W29,2023-08,45868,90201.0,2.0182661758089084,90201.0
W29,2023-09,41899,56703.0,1.3755683003834105,56703.0
W29,2023-10,45980,63043.0,1.3362481216232989,63043.00000000001
W29,2023-11,46795,58963.0,1.3062441630788177,58963.0
W29,2023-12,45214,40404.7,0.8879378886703674,40404.7
