ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W10,2023-01,44494,45978.1,0.9953694038742333,45978.100000000006
W10,2023-02,42346,37577.399999999994,0.8769407872607984,37577.399999999994
W10,2023-03,46344,60487.0,1.3207507498497741,60487.0
W10,2023-04,44004,58235.0,1.3173681204007364,58235.0
W10,2023-05,46451,65987.0,1.460375124882968,65987.0
W10,2023-06,47146,84949.5,1.8915025875765583,84949.5
W10,2023-07,46793,92446.5,1.914626637776571,92446.5
W10,2023-08,47131,90718.5,1.917049464011557,90718.5
W10,2023-09,45278,60384.0,1.324423631639178,60384.0
W10,2023-10,45596,61354.0,1.3192929968731448,61354.0
W10,2023-11,41515,59403.0,1.3876814837522229,59403.0
W10,2023-12,50309,45791.9,0.8706816212389092,45791.9
