ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W74,2023-01,42189,40520.2,0.9680902170322238,40520.2
W74,2023-02,42955,43045.799999999996,0.9603498186125856,43045.799999999996
W74,2023-03,45670,59489.0,1.2658369618908465,59489.0
W74,2023-04,45932,58458.0,1.3062199543108515,58457.99999999999
W74,2023-05,49558,63036.0,1.2468554685583884,63035.99999999999
W74,2023-06,44551,81180.0,1.910696706265365,81180.0
W74,2023-07,45918,86380.5,1.8813440842174471,86380.5
W74,2023-08,47987,100947.0,2.1071114995141196,100947.0
W74,2023-09,43233,62702.0,1.3830777572359756,62702.00000000001
W74,2023-10,48473,65304.0,1.408728617693136,65304.0
W74,2023-11,46641,61529.0,1.2762288745613888,61529.0
W74,2023-12,45371,38275.299999999996,0.8468415902705457,38275.299999999996
