ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W77,2023-01,49069,46064.2,0.921520365419362,46064.2
W77,2023-02,44233,40724.6,0.9611069733709509,40724.6
W77,2023-03,45769,59376.0,1.2665255192157587,59376.0
W77,2023-04,46170,55889.0,1.198188694237778,55889.0
W77,2023-05,50104,56339.0,1.111205454124365,56339.00000000001
W77,2023-06,45774,90670.5,1.9295655275946713,90670.5
W77,2023-07,47416,89476.5,1.8337392599747906,89476.5
W77,2023-08,46199,103225.5,2.190210997277047,103225.5
W77,2023-09,42901,56151.0,1.3565236828461007,56151.0
W77,2023-10,43436,62093.0,1.4677087616648132,62092.99999999999
W77,2023-11,45315,56533.0,1.2701366998433414,56533.0
W77,2023-12,45569,40427.1,0.8833566643855633,40427.1
