ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W31,2023-01,47136,43614.899999999994,0.9010805781813893,43614.899999999994
W31,2023-02,42215,39785.899999999994,0.9755478065078759,39785.899999999994
W31,2023-03,47842,70892.0,1.4902729244872301,70892.0
W31,2023-04,46329,64235.0,1.3458501890503822,64235.0
W31,2023-05,47881,56864.0,1.202278874930245,56864.0
W31,2023-06,48760,91371.0,1.8472301856635656,91371.0
W31,2023-07,45850,99312.0,2.2406185608897484,99311.99999999999
W31,2023-08,47949,90283.5,1.8741136143696326,90283.5
W31,2023-09,46524,58626.0,1.2886582216929015,58626.00000000001
W31,2023-10,47390,65008.0,1.316283219637089,65008.0
W31,2023-11,45481,64911.0,1.4123718395436151,64911.0
W31,2023-12,46835,42223.299999999996,0.9450988537303405,42223.299999999996
