ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W51,2023-01,47067,43556.1,0.9390656719879823,43556.1
W51,2023-02,42634,40172.299999999996,0.979816585584966,40172.299999999996
W51,2023-03,45512,61630.0,1.347403319948586,61630.0
W51,2023-04,45462,60797.0,1.3741353969841723,60797.0
W51,2023-05,46955,58558.0,1.205646364251138,58558.0
W51,2023-06,43814,89751.0,1.9780282333565515,89750.99999999999
W51,2023-07,47954,95779.5,2.0022733064084086,95779.5
W51,2023-08,44835,96129.0,2.1647176121540515,96129.0
W51,2023-09,46282,60740.0,1.3297575619336175,60740.0
W51,2023-10,48696,56562.0,1.1900686199378778,56562.0
W51,2023-11,44353,56692.0,1.2519880411790825,56692.0
W51,2023-12,45307,44492.0,0.994051830314652,44492.0
