ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W69,2023-01,45578,45609.2,1.047239627748193,45609.2
W69,2023-02,41209,37082.5,0.9866166068404153,37082.5
W69,2023-03,46497,59007.0,1.4298628173533994,59007.0
W69,2023-04,43504,60543.0,1.5306849109789706,60542.99999999999
W69,2023-05,47375,60825.0,1.4517862821163001,60825.0
W69,2023-06,45193,85662.0,2.0747767555234673,85662.0
W69,2023-07,45571,99052.5,2.5065044300211947,99052.5
W69,2023-08,46983,89395.5,2.0496445183767404,89395.5
W69,2023-09,46183,59559.0,1.3607322033224978,59559.0
W69,2023-10,46751,61230.0,1.4305920404764219,61229.99999999999
W69,2023-11,46651,62148.0,1.4715211800939976,62148.0
W69,2023-12,47412,47585.299999999996,1.087360347475855,47585.299999999996
