ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W5,2023-01,45609,42059.5,0.9163519746686908,42059.5
W5,2023-02,41902,38087.7,0.9298325630290771,38087.7
W5,2023-03,49702,62444.0,1.2897261427399316,62444.0
W5,2023-04,41191,59299.0,1.3905066529936756,59299.0
W5,2023-05,47382,57979.0,1.2371380354175934,57979.0
W5,2023-06,47185,92568.0,1.8902733001764982,92568.0
W5,2023-07,45477,91144.5,2.0545692471547694,91144.50000000001
W5,2023-08,45601,97740.0,2.1770154096917835,97740.0
W5,2023-09,45631,59845.0,1.371383712824044,59845.0
W5,2023-10,48334,59222.0,1.17245175579232,59222.0
W5,2023-11,42219,58282.0,1.3193213085533464,58282.0
W5,2023-12,46930,45542.0,0.9492869459954778,45542.0
