ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W80,2023-01,45437,41885.2,0.9065384007570699,41885.2
W80,2023-02,43967,42214.2,0.9518756980923689,42214.2
W80,2023-03,44660,62815.0,1.4633003520836831,62814.99999999999
W80,2023-04,45024,60881.0,1.3110314138785821,60881.0
W80,2023-05,46817,64622.0,1.445427961086744,64622.00000000001
W80,2023-06,47645,85566.0,1.8516078697827174,85566.0
W80,2023-07,47236,94983.0,2.087524974651217,94983.0
W80,2023-08,47619,98751.0,2.1628300120347737,98751.00000000001
W80,2023-09,45183,61732.0,1.4008655591304597,61732.0
W80,2023-10,45249,60071.0,1.365902656998096,60071.0
W80,2023-11,46497,61076.0,1.3053792508838953,61076.0
W80,2023-12,46895,43495.2,0.928471127086662,43495.2
