ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W41,2023-01,46587,42972.299999999996,0.9214991617146727,42972.299999999996
W41,2023-02,40708,43957.2,1.0412492169479886,43957.2
W41,2023-03,43851,55262.0,1.204210740267759,55262.00000000001
W41,2023-04,44610,61835.0,1.4035573902299776,61835.0
W41,2023-05,48035,59645.0,1.210286498296866,59645.0
W41,2023-06,46442,94942.5,1.9919186724480535,94942.49999999999
W41,2023-07,46682,97081.5,2.1746688958514238,97081.50000000001
W41,2023-08,47294,91980.0,1.9374210439602328,91980.0
W41,2023-09,47478,61587.0,1.2361278132136524,61586.99999999999
W41,2023-10,48170,62049.0,1.2674951227575884,62048.99999999999
W41,2023-11,45961,60530.0,1.3281135594363207,60530.0
W41,2023-12,46318,44679.6,0.9480902906696694,44679.6
