ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W73,2023-01,47080,42745.5,0.9229652445802151,42745.5
W73,2023-02,43824,40023.899999999994,0.8769872668801583,40023.899999999994
W73,2023-03,46147,65529.0,1.465852246249723,65528.99999999999
W73,2023-04,46031,59398.0,1.2674939014758295,59397.99999999999
W73,2023-05,44656,62596.0,1.4153064846831298,62596.0
W73,2023-06,45300,88921.5,1.919201340369797,88921.5
W73,2023-07,47512,79093.5,1.7035609806030128,79093.5
W73,2023-08,46372,102285.0,2.2549393448802846,102285.0
W73,2023-09,47095,57363.0,1.224366427044426,57363.0
W73,2023-10,44502,64288.0,1.4071831029814676,64288.0
W73,2023-11,47793,62300.0,1.2714325261189017,62300.0
W73,2023-12,47982,41249.6,0.8496188929568331,41249.6
