ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W66,2023-01,46376,44258.2,0.9432413486940395,44258.2
W66,2023-02,43428,39269.299999999996,0.908551100668962,39269.299999999996
W66,2023-03,48716,65076.0,1.2935037739807205,65076.00000000001
W66,2023-04,44328,59185.0,1.3237523256625534,59185.0
W66,2023-05,48106,58077.0,1.2211779936034601,58077.00000000001
W66,2023-06,44669,98676.0,2.2565263480774833,98676.0
W66,2023-07,46369,94588.5,1.9486717134078035,94588.49999999999
W66,2023-08,46964,88428.0,1.9138024480673264,88428.0
W66,2023-09,44975,61553.0,1.3079300563943308,61553.0
W66,2023-10,45291,60256.0,1.2676477560848127,60255.99999999999
W66,2023-11,44231,64958.0,1.417560942278254,64957.99999999999
W66,2023-12,47160,41090.7,0.8846911405039509,41090.7
