ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W15,2023-01,45313,43791.299999999996,0.991773086350087,43791.299999999996
W15,2023-02,43181,41958.7,0.9370892439757141,41958.7
W15,2023-03,46527,59720.0,1.220484292636063,59719.99999999999
W15,2023-04,45340,62689.0,1.3162716876276663,62688.99999999999
W15,2023-05,47510,61836.0,1.3128080510085212,61836.0
W15,2023-06,41296,95064.0,2.2917465644916946,95064.0
W15,2023-07,47183,89364.0,1.897399325265161,89364.0
W15,2023-08,42994,89935.5,1.9887855311554934,89935.5
W15,2023-09,45358,57625.0,1.260626166184045,57624.99999999999
W15,2023-10,46257,58424.0,1.2905731332555055,58424.00000000001
W15,2023-11,45348,60034.0,1.3162646063859773,60034.0
W15,2023-12,46503,42938.0,0.9447799674873325,42938.0
