ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W54,2023-01,47449,47761.7,1.0362739505687302,47761.7
W54,2023-02,41445,40282.2,0.9844872095468666,40282.2
W54,2023-03,44177,58870.0,1.3352674101933544,58870.0
W54,2023-04,43378,56700.0,1.3686297246310208,56700.00000000001
W54,2023-05,48384,64745.0,1.3643262201782764,64745.0
W54,2023-06,44305,91771.5,2.1634771492420093,91771.5
W54,2023-07,44641,88296.0,1.941628031161211,88296.0
W54,2023-08,47125,85047.0,1.7747120313170286,85047.0
W54,2023-09,46261,57617.0,1.2896568749904282,57617.00000000001
W54,2023-10,45404,61276.0,1.302318099977501,61276.0
W54,2023-11,44668,64439.0,1.50695161066996,64438.99999999999
W54,2023-12,47811,46639.6,0.9762284848920949,46639.6
