ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W21,2023-01,47670,43627.5,0.9278364598168339,43627.5
W21,2023-02,42687,39196.5,0.8987778602150513,39196.5
W21,2023-03,47483,60104.0,1.2323842651984422,60104.0
W21,2023-04,45976,59422.0,1.322249960352254,59422.0
W21,2023-05,45407,66920.0,1.406035556284551,66920.0
W21,2023-06,43950,98098.5,2.1415981680450216,98098.5
W21,2023-07,47812,98365.5,1.9558687612564154,98365.5
W21,2023-08,45992,93763.5,1.967937333590817,93763.5
W21,2023-09,44660,56561.0,1.2118935151873542,56561.00000000001
W21,2023-10,48551,58817.0,1.2715116225530092,58817.0
W21,2023-11,47096,60881.0,1.265399481443806,60881.0
W21,2023-12,44022,42739.899999999994,0.9368242013872207,42739.899999999994
