ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W50,2023-01,48842,41662.6,0.872121547705837,41662.6
W50,2023-02,43372,43846.6,1.0109408787163712,43846.6
W50,2023-03,46778,61076.0,1.3148706157399797,61076.0
W50,2023-04,47569,61373.0,1.317657859261412,61373.0
W50,2023-05,47379,60760.0,1.3180216100865207,60760.0
W50,2023-06,43630,92881.5,2.0802042562794276,92881.5
W50,2023-07,46505,91030.5,1.8882968698385687,91030.5
W50,2023-08,45096,91285.5,1.9821023377317248,91285.5
W50,2023-09,44516,57657.0,1.296173594235407,57656.99999999999
W50,2023-10,46047,62894.0,1.3443039416467524,62894.00000000001
W50,2023-11,44971,58630.0,1.3126417214454524,58630.0
W50,2023-12,47040,43444.799999999996,0.8823307986638883,43444.799999999996
