ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W37,2023-01,45949,44361.799999999996,0.9210734708448942,44361.799999999996
W37,2023-02,42845,40575.5,0.9780097333833196,40575.5
W37,2023-03,48939,66786.0,1.3793730023531048,66786.0
W37,2023-04,44886,57391.0,1.2816432253526406,57391.0
W37,2023-05,46709,59797.0,1.3370890439430523,59797.0
W37,2023-06,47765,87552.0,1.7730567711716156,87552.0
W37,2023-07,48463,87934.5,1.7705513212140738,87934.5
W37,2023-08,49692,98085.0,2.0245356445478984,98085.0
W37,2023-09,41037,63573.0,1.5918013722907853,63573.00000000001
W37,2023-10,47632,64904.0,1.3496545340058943,64904.0
W37,2023-11,47394,62386.0,1.3756904684636992,62386.0
W37,2023-12,44134,42993.299999999996,1.0168464461324185,42993.299999999996
