ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W56,2023-01,45610,45264.799999999996,1.0029104962735635,45264.799999999996
W56,2023-02,41408,40407.5,1.0231335031086235,40407.5
W56,2023-03,47217,66600.0,1.3807211514061417,66600.0
W56,2023-04,43425,58099.0,1.376199472892625,58099.0
W56,2023-05,47094,57166.0,1.1816588606941532,57166.0
W56,2023-06,43221,87777.0,2.0178104658509093,87777.0
W56,2023-07,45505,90348.0,2.0798367458547586,90348.0
W56,2023-08,45005,87462.0,1.9951045722075098,87462.0
W56,2023-09,45938,56241.0,1.2017319066451382,56241.0
W56,2023-10,48795,62169.0,1.28929412636652,62169.0
W56,2023-11,45419,65424.0,1.3755896318084624,65424.0
W56,2023-12,42995,44407.299999999996,1.0087201511358586,44407.299999999996
