ward_id,date,num_people,water_distributed_l,per_capita_usage_l,total
W36,2023-01,46351,43766.799999999996,0.9289604158276888,43766.799999999996
W36,2023-02,43654,41239.799999999996,0.9677631997333327,41239.799999999996
W36,2023-03,47516,55076.0,1.1892186320722644,55076.0
W36,2023-04,44852,63247.0,1.4313567973444614,63247.00000000001
W36,2023-05,46446,62766.0,1.337168307694257,62766.0
W36,2023-06,44842,92533.5,2.085910911482075,92533.5
W36,2023-07,47139,88087.5,1.7827536693951467,88087.5
W36,2023-08,47446,90682.5,1.9613336533639927,90682.5
W36,2023-09,43857,55764.0,1.220583855223525,55763.99999999999
W36,2023-10,46492,62026.0,1.3203473133520736,62025.99999999999
W36,2023-11,43890,64450.0,1.4102374820346482,64450.0
W36,2023-12,45196,43274.7,0.9897641285080262,43274.7
