Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,13,15 inches
Row 3,6,10 inches
Row 4,5,5 inches
Row 5,9,10 inches
Row 6,13,15 inches
Row 7,15,15 inches
Row 8,7,10 inches
Row 9,7,10 inches
Row 10,7,10 inches
Row 11,10,10 inches
Row 12,11,15 inches
Row 13,7,10 inches
Row 14,10,10 inches
Row 15,13,15 inches
Row 16,8,10 inches
Row 17,7,10 inches
Row 18,9,10 inches
Row 19,5,5 inches
Row 20,11,15 inches
Row 21,11,15 inches
Row 22,10,10 inches
Row 23,9,10 inches
Row 24,5,5 inches
Row 25,13,15 inches
Row 26,13,15 inches
Row 27,7,10 inches
Row 28,5,5 inches
Row 29,5,5 inches
Row 30,10,10 inches
Row 31,12,15 inches
Row 32,10,10 inches
Row 33,9,10 inches
Row 34,7,10 inches
Row 35,6,10 inches
Row 36,15,15 inches
Row 37,8,10 inches
Row 38,10,10 inches
Row 39,13,15 inches
Row 40,14,15 inches
Row 41,8,10 inches
Row 42,7,10 inches
Row 43,8,10 inches
Row 44,14,15 inches
Row 45,10,10 inches
Row 46,9,10 inches
Row 47,11,15 inches
Row 48,6,10 inches
Row 49,11,15 inches
Row 50,12,15 inches
Row 51,7,10 inches
Row 52,10,10 inches
Row 53,5,5 inches
Row 54,11,15 inches
Row 55,8,10 inches
Row 56,15,15 inches
Row 57,9,10 inches
Row 58,11,15 inches
Row 59,6,10 inches
Row 60,5,5 inches
Row 61,10,10 inches
Row 62,12,15 inches
Row 63,14,15 inches
Row 64,15,15 inches
Row 65,11,15 inches
Row 66,13,15 inches
Row 67,11,15 inches
Row 68,8,10 inches
Row 69,5,5 inches
Row 70,6,10 inches
Row 71,5,5 inches
Row 72,12,15 inches
Row 73,13,15 inches
Row 74,15,15 inches
Row 75,14,15 inches
Row 76,6,10 inches
Row 77,7,10 inches
Row 78,15,15 inches
Row 79,8,10 inches
Row 80,12,15 inches
Row 81,9,10 inches
Row 82,7,10 inches
Row 83,12,15 inches
Row 84,12,15 inches
Row 85,8,10 inches
Row 86,12,15 inches
Row 87,13,15 inches
Row 88,11,15 inches
Row 89,5,5 inches
Row 90,12,15 inches
Row 91,5,5 inches
Row 92,11,15 inches
Row 93,6,10 inches
Row 94,14,15 inches
Row 95,14,15 inches
Row 96,15,15 inches
Row 97,11,15 inches
Row 98,13,15 inches
Row 99,13,15 inches
Row 100,15,15 inches
Row 101,9,10 inches
Row 102,7,10 inches
Row 103,9,10 inches
Row 104,14,15 inches
Row 105,5,5 inches
Row 106,13,15 inches
Row 107,12,15 inches
Row 108,7,10 inches
Row 109,7,10 inches
Row 110,10,10 inches
Row 111,8,10 inches
Row 112,12,15 inches
Row 113,14,15 inches
Row 114,15,15 inches
Row 115,10,10 inches
Row 116,9,10 inches
Row 117,10,10 inches
Row 118,12,15 inches
Row 119,9,10 inches
Row 120,15,15 inches
Row 121,14,15 inches
Row 122,8,10 inches
Row 123,8,10 inches
Row 124,13,15 inches
Row 125,10,10 inches
Row 126,5,5 inches
