Row,Number of Houses,Pipe Size,pipe_size
Row 1,9,10 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,11,15 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,12,15 inches,15 inches
Row 9,10,10 inches,15 inches
Row 10,10,10 inches,15 inches
Row 11,5,5 inches,15 inches
Row 12,5,5 inches,15 inches
Row 13,14,15 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,6,10 inches,15 inches
Row 16,14,15 inches,15 inches
Row 17,15,15 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,7,10 inches,15 inches
Row 23,8,10 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,14,15 inches,15 inches
Row 27,14,15 inches,15 inches
Row 28,7,10 inches,15 inches
Row 29,8,10 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,6,10 inches,15 inches
Row 33,5,5 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,5,5 inches,15 inches
Row 36,5,5 inches,15 inches
Row 37,11,15 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,15,15 inches,15 inches
Row 40,11,15 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,14,15 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,13,15 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,12,15 inches,15 inches
Row 53,13,15 inches,15 inches
Row 54,11,15 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,12,15 inches,15 inches
Row 57,10,10 inches,15 inches
Row 58,12,15 inches,15 inches
Row 59,12,15 inches,15 inches
Row 60,13,15 inches,15 inches
Row 61,8,10 inches,15 inches
Row 62,10,10 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,10,10 inches,15 inches
Row 65,9,10 inches,15 inches
Row 66,9,10 inches,15 inches
Row 67,8,10 inches,15 inches
Row 68,11,15 inches,15 inches
Row 69,7,10 inches,15 inches
Row 70,15,15 inches,15 inches
Row 71,14,15 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,9,10 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,8,10 inches,15 inches
Row 78,5,5 inches,15 inches
Row 79,8,10 inches,15 inches
Row 80,9,10 inches,15 inches
Row 81,9,10 inches,15 inches
Row 82,10,10 inches,15 inches
Row 83,15,15 inches,15 inches
Row 84,12,15 inches,15 inches
Row 85,12,15 inches,15 inches
Row 86,9,10 inches,15 inches
Row 87,8,10 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,5,5 inches,15 inches
Row 90,5,5 inches,15 inches
Row 91,5,5 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,6,10 inches,15 inches
Row 95,10,10 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,5,5 inches,15 inches
Row 99,11,15 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,5,5 inches,15 inches
Row 102,12,15 inches,15 inches
Row 103,8,10 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,9,10 inches,15 inches
Row 106,10,10 inches,15 inches
Row 107,14,15 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,14,15 inches,15 inches
Row 110,6,10 inches,15 inches
Row 111,9,10 inches,15 inches
Row 112,9,10 inches,15 inches
Row 113,14,15 inches,15 inches
Row 114,13,15 inches,15 inches
Row 115,14,15 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,12,15 inches,15 inches
Row 118,5,5 inches,15 inches
Row 119,7,10 inches,15 inches
Row 120,13,15 inches,15 inches
Row 121,9,10 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,5,5 inches,15 inches
Row 126,8,10 inches,15 inches
Row 127,13,15 inches,15 inches
Row 128,9,10 inches,15 inches
Row 129,13,15 inches,15 inches
Row 130,13,15 inches,15 inches
Row 131,9,10 inches,15 inches
Row 132,11,15 inches,15 inches
Row 133,11,15 inches,15 inches
Row 134,8,10 inches,15 inches
Row 135,10,10 inches,15 inches
Row 136,9,10 inches,15 inches
Row 137,5,5 inches,15 inches
Row 138,9,10 inches,15 inches
Row 139,10,10 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,6,10 inches,15 inches
