Row,Number of Houses,Pipe Size,pipe_size
Row 1,6,10 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,13,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,5,5 inches,15 inches
Row 9,12,15 inches,15 inches
Row 10,11,15 inches,15 inches
Row 11,12,15 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,14,15 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,12,15 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,6,10 inches,15 inches
Row 19,6,10 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,9,10 inches,15 inches
Row 22,14,15 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,11,15 inches,15 inches
Row 25,14,15 inches,15 inches
Row 26,11,15 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,14,15 inches,15 inches
Row 29,10,10 inches,15 inches
Row 30,10,10 inches,15 inches
Row 31,5,5 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,12,15 inches,15 inches
Row 35,11,15 inches,15 inches
Row 36,8,10 inches,15 inches
Row 37,5,5 inches,15 inches
Row 38,9,10 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,14,15 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,8,10 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,10,10 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,13,15 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,9,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,9,10 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,11,15 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,9,10 inches,15 inches
Row 63,11,15 inches,15 inches
Row 64,8,10 inches,15 inches
Row 65,11,15 inches,15 inches
Row 66,10,10 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,6,10 inches,15 inches
Row 69,7,10 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,15,15 inches,15 inches
Row 72,13,15 inches,15 inches
Row 73,7,10 inches,15 inches
Row 74,11,15 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,8,10 inches,15 inches
Row 77,13,15 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,9,10 inches,15 inches
Row 80,13,15 inches,15 inches
Row 81,5,5 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,6,10 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,8,10 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,9,10 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,13,15 inches,15 inches
Row 90,15,15 inches,15 inches
Row 91,7,10 inches,15 inches
Row 92,9,10 inches,15 inches
Row 93,7,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,13,15 inches,15 inches
Row 97,8,10 inches,15 inches
Row 98,13,15 inches,15 inches
Row 99,15,15 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,6,10 inches,15 inches
Row 102,7,10 inches,15 inches
Row 103,5,5 inches,15 inches
Row 104,15,15 inches,15 inches
Row 105,8,10 inches,15 inches
Row 106,6,10 inches,15 inches
Row 107,9,10 inches,15 inches
Row 108,6,10 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,15,15 inches,15 inches
Row 111,8,10 inches,15 inches
Row 112,14,15 inches,15 inches
Row 113,8,10 inches,15 inches
Row 114,11,15 inches,15 inches
Row 115,13,15 inches,15 inches
Row 116,7,10 inches,15 inches
Row 117,10,10 inches,15 inches
Row 118,8,10 inches,15 inches
Row 119,7,10 inches,15 inches
Row 120,6,10 inches,15 inches
Row 121,14,15 inches,15 inches
Row 122,8,10 inches,15 inches
Row 123,11,15 inches,15 inches
Row 124,6,10 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,5,5 inches,15 inches
Row 127,11,15 inches,15 inches
Row 128,10,10 inches,15 inches
Row 129,9,10 inches,15 inches
Row 130,12,15 inches,15 inches
