Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,10,10 inches
Row 3,7,10 inches
Row 4,11,15 inches
Row 5,11,15 inches
Row 6,15,15 inches
Row 7,5,5 inches
Row 8,5,5 inches
Row 9,13,15 inches
Row 10,8,10 inches
Row 11,12,15 inches
Row 12,11,15 inches
Row 13,10,10 inches
Row 14,6,10 inches
Row 15,8,10 inches
Row 16,8,10 inches
Row 17,9,10 inches
Row 18,11,15 inches
Row 19,7,10 inches
Row 20,12,15 inches
Row 21,15,15 inches
Row 22,10,10 inches
Row 23,5,5 inches
Row 24,11,15 inches
Row 25,8,10 inches
Row 26,6,10 inches
Row 27,7,10 inches
Row 28,7,10 inches
Row 29,14,15 inches
Row 30,14,15 inches
Row 31,7,10 inches
Row 32,13,15 inches
Row 33,10,10 inches
Row 34,14,15 inches
Row 35,12,15 inches
Row 36,5,5 inches
Row 37,11,15 inches
Row 38,7,10 inches
Row 39,15,15 inches
Row 40,14,15 inches
Row 41,5,5 inches
Row 42,11,15 inches
Row 43,5,5 inches
Row 44,12,15 inches
Row 45,9,10 inches
Row 46,15,15 inches
Row 47,6,10 inches
Row 48,12,15 inches
Row 49,8,10 inches
Row 50,11,15 inches
Row 51,9,10 inches
Row 52,10,10 inches
Row 53,14,15 inches
Row 54,11,15 inches
Row 55,6,10 inches
Row 56,10,10 inches
Row 57,11,15 inches
Row 58,8,10 inches
Row 59,11,15 inches
Row 60,5,5 inches
Row 61,14,15 inches
Row 62,5,5 inches
Row 63,12,15 inches
Row 64,15,15 inches
Row 65,11,15 inches
Row 66,11,15 inches
Row 67,12,15 inches
Row 68,10,10 inches
Row 69,12,15 inches
Row 70,9,10 inches
Row 71,13,15 inches
Row 72,15,15 inches
Row 73,8,10 inches
Row 74,15,15 inches
Row 75,14,15 inches
Row 76,9,10 inches
Row 77,15,15 inches
Row 78,6,10 inches
Row 79,6,10 inches
Row 80,8,10 inches
Row 81,12,15 inches
Row 82,6,10 inches
Row 83,12,15 inches
Row 84,12,15 inches
Row 85,9,10 inches
Row 86,8,10 inches
Row 87,13,15 inches
Row 88,7,10 inches
Row 89,5,5 inches
Row 90,10,10 inches
Row 91,7,10 inches
Row 92,13,15 inches
Row 93,11,15 inches
Row 94,12,15 inches
Row 95,7,10 inches
Row 96,11,15 inches
Row 97,10,10 inches
Row 98,14,15 inches
Row 99,9,10 inches
Row 100,9,10 inches
Row 101,9,10 inches
Row 102,10,10 inches
Row 103,13,15 inches
Row 104,5,5 inches
Row 105,13,15 inches
Row 106,12,15 inches
Row 107,9,10 inches
Row 108,13,15 inches
Row 109,7,10 inches
Row 110,7,10 inches
Row 111,12,15 inches
Row 112,12,15 inches
Row 113,14,15 inches
Row 114,10,10 inches
Row 115,6,10 inches
Row 116,8,10 inches
Row 117,7,10 inches
Row 118,12,15 inches
Row 119,9,10 inches
Row 120,11,15 inches
Row 121,5,5 inches
Row 122,7,10 inches
Row 123,5,5 inches
Row 124,8,10 inches
Row 125,12,15 inches
Row 126,9,10 inches
Row 127,15,15 inches
Row 128,11,15 inches
Row 129,8,10 inches
Row 130,6,10 inches
Row 131,6,10 inches
Row 132,13,15 inches
Row 133,7,10 inches
Row 134,14,15 inches
Row 135,7,10 inches
Row 136,6,10 inches
Row 137,15,15 inches
Row 138,14,15 inches
Row 139,14,15 inches
Row 140,8,10 inches
Row 141,10,10 inches
Row 142,14,15 inches
Row 143,9,10 inches
Row 144,10,10 inches
Row 145,8,10 inches
Row 146,15,15 inches
Row 147,14,15 inches
Row 148,7,10 inches
Row 149,10,10 inches
Row 150,5,5 inches
Row 151,14,15 inches
Row 152,15,15 inches
Row 153,5,5 inches
Row 154,10,10 inches
Row 155,13,15 inches
Row 156,15,15 inches
Row 157,8,10 inches
Row 158,7,10 inches
Row 159,6,10 inches
Row 160,8,10 inches
Row 161,7,10 inches
Row 162,7,10 inches
Row 163,8,10 inches
Row 164,15,15 inches
Row 165,11,15 inches
Row 166,13,15 inches
Row 167,7,10 inches
Row 168,5,5 inches
Row 169,5,5 inches
Row 170,10,10 inches
Row 171,7,10 inches
Row 172,12,15 inches
Row 173,11,15 inches
Row 174,12,15 inches
Row 175,8,10 inches
Row 176,12,15 inches
Row 177,7,10 inches
Row 178,14,15 inches
Row 179,10,10 inches
Row 180,9,10 inches
Row 181,7,10 inches
Row 182,13,15 inches
Row 183,15,15 inches
Row 184,9,10 inches
Row 185,6,10 inches
Row 186,12,15 inches
Row 187,5,5 inches
Row 188,14,15 inches
Row 189,5,5 inches
Row 190,14,15 inches
Row 191,8,10 inches
Row 192,5,5 inches
Row 193,13,15 inches
Row 194,11,15 inches
Row 195,8,10 inches
Row 196,9,10 inches
Row 197,8,10 inches
Row 198,8,10 inches
