Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,7,10 inches
Row 3,9,10 inches
Row 4,12,15 inches
Row 5,13,15 inches
Row 6,15,15 inches
Row 7,7,10 inches
Row 8,10,10 inches
Row 9,9,10 inches
Row 10,7,10 inches
Row 11,8,10 inches
Row 12,5,5 inches
Row 13,14,15 inches
Row 14,9,10 inches
Row 15,7,10 inches
Row 16,11,15 inches
Row 17,15,15 inches
Row 18,10,10 inches
Row 19,7,10 inches
Row 20,15,15 inches
Row 21,11,15 inches
Row 22,13,15 inches
Row 23,15,15 inches
Row 24,5,5 inches
Row 25,11,15 inches
Row 26,13,15 inches
Row 27,11,15 inches
Row 28,14,15 inches
Row 29,15,15 inches
Row 30,15,15 inches
Row 31,6,10 inches
Row 32,5,5 inches
Row 33,14,15 inches
Row 34,10,10 inches
Row 35,5,5 inches
Row 36,12,15 inches
Row 37,9,10 inches
Row 38,7,10 inches
Row 39,6,10 inches
Row 40,14,15 inches
Row 41,8,10 inches
Row 42,11,15 inches
Row 43,9,10 inches
Row 44,5,5 inches
Row 45,5,5 inches
Row 46,15,15 inches
Row 47,11,15 inches
Row 48,10,10 inches
Row 49,8,10 inches
Row 50,14,15 inches
Row 51,7,10 inches
Row 52,10,10 inches
Row 53,14,15 inches
Row 54,11,15 inches
Row 55,10,10 inches
Row 56,10,10 inches
Row 57,6,10 inches
Row 58,6,10 inches
Row 59,6,10 inches
Row 60,13,15 inches
Row 61,8,10 inches
Row 62,9,10 inches
Row 63,9,10 inches
Row 64,14,15 inches
Row 65,15,15 inches
Row 66,10,10 inches
Row 67,8,10 inches
Row 68,7,10 inches
Row 69,9,10 inches
Row 70,6,10 inches
Row 71,10,10 inches
Row 72,15,15 inches
Row 73,6,10 inches
Row 74,15,15 inches
Row 75,11,15 inches
Row 76,9,10 inches
Row 77,15,15 inches
Row 78,8,10 inches
Row 79,15,15 inches
Row 80,6,10 inches
Row 81,6,10 inches
Row 82,6,10 inches
Row 83,11,15 inches
Row 84,8,10 inches
Row 85,15,15 inches
Row 86,8,10 inches
Row 87,11,15 inches
Row 88,6,10 inches
Row 89,7,10 inches
Row 90,11,15 inches
Row 91,5,5 inches
Row 92,10,10 inches
Row 93,5,5 inches
Row 94,13,15 inches
Row 95,14,15 inches
Row 96,5,5 inches
Row 97,13,15 inches
Row 98,11,15 inches
Row 99,10,10 inches
Row 100,14,15 inches
Row 101,6,10 inches
Row 102,9,10 inches
Row 103,10,10 inches
Row 104,9,10 inches
Row 105,11,15 inches
Row 106,14,15 inches
Row 107,14,15 inches
Row 108,11,15 inches
Row 109,13,15 inches
Row 110,13,15 inches
Row 111,9,10 inches
Row 112,15,15 inches
Row 113,13,15 inches
Row 114,7,10 inches
Row 115,6,10 inches
Row 116,7,10 inches
Row 117,13,15 inches
Row 118,5,5 inches
Row 119,15,15 inches
Row 120,10,10 inches
Row 121,9,10 inches
Row 122,10,10 inches
Row 123,12,15 inches
Row 124,14,15 inches
Row 125,13,15 inches
Row 126,9,10 inches
Row 127,6,10 inches
Row 128,8,10 inches
Row 129,11,15 inches
Row 130,9,10 inches
Row 131,5,5 inches
Row 132,15,15 inches
Row 133,8,10 inches
Row 134,8,10 inches
Row 135,15,15 inches
Row 136,15,15 inches
Row 137,7,10 inches
Row 138,5,5 inches
Row 139,7,10 inches
Row 140,7,10 inches
Row 141,8,10 inches
Row 142,15,15 inches
Row 143,6,10 inches
Row 144,5,5 inches
Row 145,6,10 inches
Row 146,11,15 inches
Row 147,11,15 inches
Row 148,7,10 inches
Row 149,11,15 inches
Row 150,9,10 inches
Row 151,7,10 inches
Row 152,9,10 inches
Row 153,6,10 inches
Row 154,5,5 inches
