Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,13,15 inches
Row 3,9,10 inches
Row 4,10,10 inches
Row 5,13,15 inches
Row 6,5,5 inches
Row 7,5,5 inches
Row 8,9,10 inches
Row 9,6,10 inches
Row 10,12,15 inches
Row 11,10,10 inches
Row 12,9,10 inches
Row 13,9,10 inches
Row 14,11,15 inches
Row 15,12,15 inches
Row 16,15,15 inches
Row 17,14,15 inches
Row 18,5,5 inches
Row 19,11,15 inches
Row 20,13,15 inches
Row 21,12,15 inches
Row 22,10,10 inches
Row 23,11,15 inches
Row 24,5,5 inches
Row 25,11,15 inches
Row 26,12,15 inches
Row 27,6,10 inches
Row 28,9,10 inches
Row 29,14,15 inches
Row 30,14,15 inches
Row 31,12,15 inches
Row 32,6,10 inches
Row 33,14,15 inches
Row 34,6,10 inches
Row 35,10,10 inches
Row 36,12,15 inches
Row 37,14,15 inches
Row 38,7,10 inches
Row 39,6,10 inches
Row 40,7,10 inches
Row 41,11,15 inches
Row 42,8,10 inches
Row 43,12,15 inches
Row 44,5,5 inches
Row 45,5,5 inches
Row 46,8,10 inches
Row 47,14,15 inches
Row 48,8,10 inches
Row 49,11,15 inches
Row 50,11,15 inches
Row 51,8,10 inches
Row 52,12,15 inches
Row 53,8,10 inches
Row 54,10,10 inches
Row 55,7,10 inches
Row 56,8,10 inches
Row 57,8,10 inches
Row 58,12,15 inches
Row 59,13,15 inches
Row 60,10,10 inches
Row 61,12,15 inches
Row 62,13,15 inches
Row 63,7,10 inches
Row 64,9,10 inches
Row 65,14,15 inches
Row 66,8,10 inches
Row 67,7,10 inches
Row 68,7,10 inches
Row 69,13,15 inches
Row 70,5,5 inches
Row 71,7,10 inches
Row 72,8,10 inches
Row 73,7,10 inches
Row 74,9,10 inches
Row 75,14,15 inches
Row 76,9,10 inches
Row 77,9,10 inches
Row 78,13,15 inches
Row 79,15,15 inches
Row 80,7,10 inches
Row 81,7,10 inches
Row 82,7,10 inches
Row 83,10,10 inches
Row 84,13,15 inches
Row 85,13,15 inches
Row 86,14,15 inches
Row 87,9,10 inches
Row 88,11,15 inches
Row 89,6,10 inches
Row 90,6,10 inches
Row 91,8,10 inches
Row 92,7,10 inches
Row 93,15,15 inches
Row 94,11,15 inches
Row 95,5,5 inches
Row 96,5,5 inches
Row 97,15,15 inches
Row 98,8,10 inches
Row 99,10,10 inches
Row 100,13,15 inches
Row 101,15,15 inches
Row 102,14,15 inches
Row 103,13,15 inches
Row 104,6,10 inches
Row 105,12,15 inches
Row 106,14,15 inches
Row 107,12,15 inches
Row 108,15,15 inches
Row 109,12,15 inches
Row 110,15,15 inches
Row 111,11,15 inches
Row 112,8,10 inches
Row 113,6,10 inches
Row 114,10,10 inches
Row 115,5,5 inches
Row 116,6,10 inches
Row 117,12,15 inches
Row 118,12,15 inches
Row 119,13,15 inches
Row 120,14,15 inches
Row 121,10,10 inches
Row 122,9,10 inches
Row 123,9,10 inches
Row 124,13,15 inches
Row 125,13,15 inches
Row 126,12,15 inches
Row 127,10,10 inches
