Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,11,15 inches
Row 3,6,10 inches
Row 4,12,15 inches
Row 5,7,10 inches
Row 6,7,10 inches
Row 7,8,10 inches
Row 8,7,10 inches
Row 9,6,10 inches
Row 10,9,10 inches
Row 11,8,10 inches
Row 12,13,15 inches
Row 13,11,15 inches
Row 14,8,10 inches
Row 15,7,10 inches
Row 16,9,10 inches
Row 17,9,10 inches
Row 18,8,10 inches
Row 19,11,15 inches
Row 20,5,5 inches
Row 21,11,15 inches
Row 22,15,15 inches
Row 23,10,10 inches
Row 24,8,10 inches
Row 25,9,10 inches
Row 26,14,15 inches
Row 27,7,10 inches
Row 28,6,10 inches
Row 29,9,10 inches
Row 30,7,10 inches
Row 31,10,10 inches
Row 32,13,15 inches
Row 33,10,10 inches
Row 34,15,15 inches
Row 35,8,10 inches
Row 36,7,10 inches
Row 37,15,15 inches
Row 38,5,5 inches
Row 39,5,5 inches
Row 40,13,15 inches
Row 41,11,15 inches
Row 42,8,10 inches
Row 43,5,5 inches
Row 44,6,10 inches
Row 45,13,15 inches
Row 46,14,15 inches
Row 47,11,15 inches
Row 48,10,10 inches
Row 49,14,15 inches
Row 50,7,10 inches
Row 51,9,10 inches
Row 52,6,10 inches
Row 53,14,15 inches
Row 54,8,10 inches
Row 55,6,10 inches
Row 56,12,15 inches
Row 57,9,10 inches
Row 58,9,10 inches
Row 59,7,10 inches
Row 60,7,10 inches
Row 61,10,10 inches
Row 62,6,10 inches
Row 63,11,15 inches
Row 64,10,10 inches
Row 65,8,10 inches
Row 66,12,15 inches
Row 67,11,15 inches
Row 68,9,10 inches
Row 69,11,15 inches
Row 70,13,15 inches
Row 71,8,10 inches
Row 72,5,5 inches
Row 73,15,15 inches
Row 74,9,10 inches
Row 75,14,15 inches
Row 76,14,15 inches
Row 77,9,10 inches
Row 78,5,5 inches
Row 79,6,10 inches
Row 80,8,10 inches
Row 81,12,15 inches
Row 82,6,10 inches
Row 83,6,10 inches
Row 84,12,15 inches
Row 85,15,15 inches
Row 86,8,10 inches
Row 87,14,15 inches
Row 88,9,10 inches
Row 89,10,10 inches
Row 90,7,10 inches
Row 91,6,10 inches
Row 92,5,5 inches
Row 93,9,10 inches
Row 94,6,10 inches
Row 95,10,10 inches
Row 96,7,10 inches
Row 97,10,10 inches
Row 98,10,10 inches
Row 99,14,15 inches
Row 100,13,15 inches
Row 101,8,10 inches
Row 102,14,15 inches
Row 103,5,5 inches
Row 104,15,15 inches
Row 105,11,15 inches
Row 106,15,15 inches
Row 107,14,15 inches
Row 108,5,5 inches
Row 109,6,10 inches
Row 110,15,15 inches
Row 111,12,15 inches
Row 112,8,10 inches
Row 113,6,10 inches
Row 114,8,10 inches
Row 115,8,10 inches
Row 116,11,15 inches
Row 117,9,10 inches
Row 118,10,10 inches
Row 119,8,10 inches
Row 120,6,10 inches
Row 121,10,10 inches
Row 122,10,10 inches
Row 123,8,10 inches
Row 124,11,15 inches
Row 125,14,15 inches
Row 126,10,10 inches
Row 127,10,10 inches
Row 128,11,15 inches
Row 129,6,10 inches
Row 130,14,15 inches
Row 131,13,15 inches
Row 132,15,15 inches
Row 133,14,15 inches
Row 134,5,5 inches
Row 135,6,10 inches
Row 136,13,15 inches
Row 137,9,10 inches
Row 138,11,15 inches
Row 139,15,15 inches
Row 140,8,10 inches
Row 141,6,10 inches
Row 142,7,10 inches
Row 143,10,10 inches
Row 144,9,10 inches
Row 145,9,10 inches
Row 146,15,15 inches
Row 147,13,15 inches
Row 148,14,15 inches
Row 149,10,10 inches
Row 150,14,15 inches
Row 151,11,15 inches
Row 152,6,10 inches
Row 153,9,10 inches
Row 154,11,15 inches
Row 155,14,15 inches
Row 156,5,5 inches
Row 157,5,5 inches
Row 158,15,15 inches
Row 159,14,15 inches
Row 160,11,15 inches
Row 161,10,10 inches
Row 162,5,5 inches
Row 163,13,15 inches
Row 164,10,10 inches
Row 165,5,5 inches
Row 166,15,15 inches
Row 167,7,10 inches
Row 168,9,10 inches
Row 169,7,10 inches
Row 170,6,10 inches
Row 171,9,10 inches
Row 172,15,15 inches
Row 173,15,15 inches
Row 174,5,5 inches
Row 175,15,15 inches
Row 176,11,15 inches
Row 177,7,10 inches
Row 178,7,10 inches
Row 179,7,10 inches
Row 180,7,10 inches
Row 181,11,15 inches
Row 182,14,15 inches
Row 183,13,15 inches
Row 184,13,15 inches
Row 185,6,10 inches
Row 186,13,15 inches
Row 187,13,15 inches
Row 188,7,10 inches
Row 189,6,10 inches
Row 190,8,10 inches
Row 191,13,15 inches
Row 192,11,15 inches
Row 193,14,15 inches
Row 194,15,15 inches
Row 195,11,15 inches
Row 196,15,15 inches
