Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,11,15 inches
Row 3,12,15 inches
Row 4,5,5 inches
Row 5,10,10 inches
Row 6,11,15 inches
Row 7,12,15 inches
Row 8,7,10 inches
Row 9,5,5 inches
Row 10,11,15 inches
Row 11,11,15 inches
Row 12,6,10 inches
Row 13,7,10 inches
Row 14,6,10 inches
Row 15,12,15 inches
Row 16,10,10 inches
Row 17,11,15 inches
Row 18,13,15 inches
Row 19,8,10 inches
Row 20,7,10 inches
Row 21,12,15 inches
Row 22,6,10 inches
Row 23,10,10 inches
Row 24,9,10 inches
Row 25,12,15 inches
Row 26,7,10 inches
Row 27,12,15 inches
Row 28,11,15 inches
Row 29,5,5 inches
Row 30,11,15 inches
Row 31,5,5 inches
Row 32,7,10 inches
Row 33,8,10 inches
Row 34,6,10 inches
Row 35,9,10 inches
Row 36,9,10 inches
Row 37,7,10 inches
Row 38,11,15 inches
Row 39,6,10 inches
Row 40,6,10 inches
Row 41,15,15 inches
Row 42,12,15 inches
Row 43,8,10 inches
Row 44,12,15 inches
Row 45,10,10 inches
Row 46,14,15 inches
Row 47,13,15 inches
Row 48,10,10 inches
Row 49,13,15 inches
Row 50,11,15 inches
Row 51,7,10 inches
Row 52,15,15 inches
Row 53,6,10 inches
Row 54,15,15 inches
Row 55,7,10 inches
Row 56,12,15 inches
Row 57,10,10 inches
Row 58,5,5 inches
Row 59,11,15 inches
Row 60,6,10 inches
Row 61,15,15 inches
Row 62,13,15 inches
Row 63,12,15 inches
Row 64,10,10 inches
Row 65,14,15 inches
Row 66,10,10 inches
Row 67,12,15 inches
Row 68,13,15 inches
Row 69,11,15 inches
Row 70,14,15 inches
Row 71,11,15 inches
Row 72,14,15 inches
Row 73,7,10 inches
Row 74,8,10 inches
Row 75,5,5 inches
Row 76,7,10 inches
Row 77,6,10 inches
Row 78,8,10 inches
Row 79,9,10 inches
Row 80,12,15 inches
Row 81,6,10 inches
Row 82,11,15 inches
Row 83,9,10 inches
Row 84,13,15 inches
Row 85,9,10 inches
Row 86,13,15 inches
Row 87,9,10 inches
Row 88,11,15 inches
Row 89,13,15 inches
Row 90,8,10 inches
Row 91,11,15 inches
Row 92,6,10 inches
Row 93,6,10 inches
Row 94,11,15 inches
Row 95,12,15 inches
Row 96,11,15 inches
Row 97,8,10 inches
Row 98,14,15 inches
Row 99,11,15 inches
Row 100,10,10 inches
Row 101,11,15 inches
Row 102,12,15 inches
Row 103,6,10 inches
Row 104,11,15 inches
Row 105,12,15 inches
Row 106,11,15 inches
Row 107,8,10 inches
Row 108,9,10 inches
Row 109,10,10 inches
Row 110,6,10 inches
Row 111,6,10 inches
Row 112,5,5 inches
Row 113,7,10 inches
Row 114,10,10 inches
Row 115,13,15 inches
Row 116,5,5 inches
Row 117,10,10 inches
Row 118,11,15 inches
Row 119,5,5 inches
Row 120,11,15 inches
Row 121,13,15 inches
Row 122,14,15 inches
Row 123,10,10 inches
Row 124,8,10 inches
Row 125,6,10 inches
Row 126,13,15 inches
Row 127,7,10 inches
Row 128,6,10 inches
Row 129,9,10 inches
Row 130,5,5 inches
Row 131,8,10 inches
Row 132,8,10 inches
