Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,13,15 inches
Row 3,8,10 inches
Row 4,14,15 inches
Row 5,9,10 inches
Row 6,12,15 inches
Row 7,10,10 inches
Row 8,12,15 inches
Row 9,10,10 inches
Row 10,12,15 inches
Row 11,8,10 inches
Row 12,13,15 inches
Row 13,11,15 inches
Row 14,12,15 inches
Row 15,9,10 inches
Row 16,14,15 inches
Row 17,7,10 inches
Row 18,15,15 inches
Row 19,13,15 inches
Row 20,7,10 inches
Row 21,8,10 inches
Row 22,15,15 inches
Row 23,6,10 inches
Row 24,5,5 inches
Row 25,6,10 inches
Row 26,7,10 inches
Row 27,12,15 inches
Row 28,13,15 inches
Row 29,15,15 inches
Row 30,13,15 inches
Row 31,10,10 inches
Row 32,13,15 inches
Row 33,9,10 inches
Row 34,5,5 inches
Row 35,6,10 inches
Row 36,9,10 inches
Row 37,12,15 inches
Row 38,12,15 inches
Row 39,6,10 inches
Row 40,12,15 inches
Row 41,8,10 inches
Row 42,6,10 inches
Row 43,6,10 inches
Row 44,6,10 inches
Row 45,15,15 inches
Row 46,12,15 inches
Row 47,9,10 inches
Row 48,10,10 inches
Row 49,11,15 inches
Row 50,14,15 inches
Row 51,12,15 inches
Row 52,9,10 inches
Row 53,8,10 inches
Row 54,11,15 inches
Row 55,8,10 inches
Row 56,8,10 inches
Row 57,14,15 inches
Row 58,13,15 inches
Row 59,6,10 inches
Row 60,12,15 inches
Row 61,8,10 inches
Row 62,11,15 inches
Row 63,7,10 inches
Row 64,9,10 inches
Row 65,7,10 inches
Row 66,11,15 inches
Row 67,6,10 inches
Row 68,13,15 inches
Row 69,14,15 inches
Row 70,7,10 inches
Row 71,6,10 inches
Row 72,8,10 inches
Row 73,7,10 inches
Row 74,6,10 inches
Row 75,14,15 inches
Row 76,10,10 inches
Row 77,13,15 inches
Row 78,6,10 inches
Row 79,11,15 inches
Row 80,14,15 inches
Row 81,11,15 inches
Row 82,5,5 inches
Row 83,7,10 inches
Row 84,10,10 inches
Row 85,9,10 inches
Row 86,12,15 inches
Row 87,9,10 inches
Row 88,5,5 inches
Row 89,15,15 inches
Row 90,12,15 inches
Row 91,15,15 inches
Row 92,11,15 inches
Row 93,15,15 inches
Row 94,15,15 inches
Row 95,12,15 inches
Row 96,11,15 inches
Row 97,14,15 inches
Row 98,7,10 inches
Row 99,6,10 inches
Row 100,15,15 inches
Row 101,6,10 inches
Row 102,6,10 inches
Row 103,11,15 inches
Row 104,12,15 inches
Row 105,15,15 inches
Row 106,10,10 inches
Row 107,14,15 inches
Row 108,14,15 inches
Row 109,10,10 inches
Row 110,15,15 inches
Row 111,11,15 inches
Row 112,5,5 inches
Row 113,15,15 inches
Row 114,15,15 inches
Row 115,6,10 inches
Row 116,10,10 inches
Row 117,7,10 inches
Row 118,6,10 inches
Row 119,6,10 inches
Row 120,11,15 inches
Row 121,9,10 inches
Row 122,9,10 inches
Row 123,15,15 inches
Row 124,9,10 inches
Row 125,14,15 inches
Row 126,6,10 inches
Row 127,8,10 inches
Row 128,8,10 inches
Row 129,15,15 inches
Row 130,13,15 inches
Row 131,13,15 inches
Row 132,7,10 inches
Row 133,10,10 inches
Row 134,7,10 inches
Row 135,15,15 inches
Row 136,14,15 inches
Row 137,9,10 inches
Row 138,7,10 inches
Row 139,13,15 inches
Row 140,13,15 inches
Row 141,6,10 inches
Row 142,9,10 inches
Row 143,15,15 inches
Row 144,9,10 inches
Row 145,12,15 inches
Row 146,5,5 inches
Row 147,7,10 inches
Row 148,7,10 inches
Row 149,8,10 inches
Row 150,13,15 inches
Row 151,8,10 inches
Row 152,6,10 inches
Row 153,12,15 inches
